LGA_CODE_2016,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000mo_A_15_19,SW_3000mo_A_20_24,SW_3000mo_A_25_34,SW_3000mo_A_35_44,SW_3000mo_A_45_54,SW_3000mo_A_55_64,SW_3000mo_A_65_74,SW_3000mo_A_75ov,SW_3000mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ove,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000mo_A_15_19,MaOpD_3000mo_A_20_24,MaOpD_3000mo_A_25_34,MaOpD_3000mo_A_35_44,MaOpD_3000mo_A_45_54,MaOpD_3000mo_A_55_64,MaOpD_3000mo_A_65_74,MaOpD_3000mo_A_75ov,MaOpD_3000mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19
LGA42750,13,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,4,29,11,21,33,52,33,13,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,3,3,0,9,0,0,15,0,0,3,0,9,7,3,0,24,0,0,0,10,3,6,0,0,17,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA43220,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,10,4,9,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43360,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,10,15,14,18,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,5,0,0,0,0,3,4,3,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43650,20,0,0,0,3,7,3,0,0,12,0,0,0,5,3,0,3,0,11,0,0,0,0,0,3,0,0,6,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,43,31,51,52,53,48,16,3,288,0,0,0,0,5,0,0,0,5,0,3,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,3,0,8,0,0,0,0,3,3,0,0,6,0,0,0,3,3,3,0,0,14,0,0,16,4,7,12,3,0,48,4,7,13,15,19,22,3,0,86,0,9,27,16,39,31,0,0,124,0,0,21,12,17,5,0,0,53,0,3,14,11,15,4,0,0,55,0,0,11,6,7,0,0,0,23,0,0,6,8,3,0,0,0,26,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,10,5
LGA43710,10,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,3,15,16,18,16,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,4,0,0,6,0,0,0,4,4,3,3,0,14,0,0,4,3,3,8,0,0,14,0,4,3,7,11,10,5,0,28,0,0,4,0,4,3,0,0,12,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3
LGA43790,16,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,84,38,47,48,55,34,14,0,322,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,4,0,0,3,3,3,4,9,0,14,0,0,6,6,3,0,6,0,26,3,4,10,16,19,6,4,0,57,0,0,10,11,15,12,0,0,56,0,3,7,12,15,23,0,0,60,0,3,6,8,9,8,0,0,35,0,0,0,0,10,3,0,0,12,0,0,0,0,3,3,0,0,6,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7
LGA43920,6,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,9,16,14,18,6,0,90,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,4,3,0,0,0,13,0,5,3,7,10,7,0,0,31,0,3,6,7,12,10,0,0,41,0,7,9,11,14,13,0,0,49,0,0,7,6,3,6,0,0,26,0,0,7,8,8,0,0,0,17,0,0,0,0,4,0,0,0,9,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,219,0,3,10,26,39,13,7,0,93,0,0,10,14,11,15,0,4,61,0,0,0,6,8,3,0,0,18,0,0,3,12,13,3,0,0,29,0,0,0,3,0,4,6,0,7,6,10,4,0,4,3,0,0,29,575,601,466,351,447,282,100,15,2823,0,0,0,0,0,0,0,0,8,13,0,5,0,0,0,0,0,19,3,16,6,0,4,3,0,0,36,5,8,5,5,5,10,5,0,48,3,3,20,10,11,13,12,0,64,8,14,30,19,15,18,9,0,113,4,19,48,36,43,37,14,0,188,0,15,39,49,58,67,12,0,235,0,5,28,42,58,62,13,0,214,0,0,10,8,21,23,3,0,68,0,0,6,6,14,6,3,0,43,0,0,0,0,9,0,0,0,10,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,3,3,3,0,0,0,16,35
LGA44210,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,3,35,21,21,28,38,24,13,3,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,0,0,0,0,4,3,0,0,10,3,0,0,0,0,0,3,0,14,0,0,0,3,4,0,4,0,12,0,0,3,0,8,8,0,0,19,0,3,0,8,16,10,0,0,41,0,0,3,7,6,8,0,0,21,0,0,3,3,4,3,0,0,18,0,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,9
LGA44340,158,0,0,16,10,28,13,3,0,75,0,0,7,16,19,4,3,3,51,0,0,3,8,12,7,0,0,26,0,0,8,12,19,9,3,0,53,0,0,0,3,8,8,0,0,16,3,3,3,0,3,3,0,0,22,442,427,335,252,323,241,64,20,2111,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,0,0,16,6,5,4,0,4,3,0,0,23,5,7,15,5,5,8,0,3,47,7,3,12,7,6,9,9,0,49,0,4,18,10,9,13,4,0,66,3,10,27,13,25,18,3,0,109,0,6,21,33,41,46,3,0,148,0,0,8,18,24,18,0,0,78,0,0,7,4,10,4,0,0,24,0,0,0,3,5,3,0,0,15,0,0,4,0,3,3,0,0,9,0,0,4,0,3,3,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,10,21
LGA44550,89,0,3,9,9,17,11,3,0,48,0,0,13,4,9,7,3,0,35,0,0,0,0,9,0,0,0,8,0,0,0,7,8,0,0,0,14,0,0,0,0,9,3,0,0,14,6,4,3,3,0,3,0,0,22,340,256,203,177,241,172,52,8,1452,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,13,3,0,0,0,0,0,6,0,15,5,3,0,0,3,3,0,0,18,0,0,7,3,8,7,0,0,23,3,3,4,8,8,8,7,0,43,0,3,11,19,14,16,4,0,70,0,12,21,28,36,23,3,0,125,0,6,20,16,34,21,4,0,103,0,0,5,18,17,6,6,0,55,0,3,16,20,17,9,0,0,65,0,3,9,9,6,0,0,0,29,0,0,12,17,9,4,0,0,36,0,0,3,3,3,0,0,0,12,0,0,0,0,3,0,0,0,9,23
LGA44620,114,0,3,10,10,14,8,0,0,45,0,3,4,8,7,4,0,0,24,0,0,0,4,9,3,0,0,14,0,0,3,3,9,3,0,0,18,0,0,0,0,3,0,0,0,8,7,3,6,3,0,0,0,0,19,287,197,222,211,252,171,37,3,1379,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,6,0,3,0,0,0,0,0,0,10,0,3,3,4,4,3,3,0,22,3,4,8,3,0,12,3,0,39,0,10,10,15,16,13,13,0,74,0,17,22,12,35,28,9,0,129,5,6,36,24,46,55,10,0,182,0,11,36,31,60,53,5,0,196,0,0,20,23,24,31,0,0,104,0,5,11,27,17,21,3,0,82,0,0,3,10,9,3,0,0,25,0,0,6,11,16,17,3,0,56,0,0,0,0,0,5,0,0,11,0,0,3,4,7,3,0,0,19,12
LGA44830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,5,9,9,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,5,0,0,0,0,0,3,0,0,8,0,0,3,0,3,6,0,0,12,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA45040,55,0,3,4,4,4,12,0,0,24,0,0,7,3,3,4,0,0,15,0,0,0,0,3,3,0,0,9,0,0,0,0,4,3,0,0,9,0,0,0,3,0,0,0,0,3,4,7,0,0,3,4,0,3,13,189,166,158,122,167,122,17,3,944,0,0,0,3,0,0,0,0,5,10,3,0,0,3,0,0,0,16,0,3,0,0,3,3,0,0,14,0,0,0,0,4,3,4,0,14,0,3,3,4,3,3,6,0,26,0,11,12,10,14,13,12,3,69,0,13,14,23,33,35,5,0,124,0,14,40,33,37,35,15,0,174,0,3,17,27,35,18,6,0,106,0,3,7,15,10,10,3,0,41,0,0,5,7,8,7,0,0,24,0,0,0,3,7,0,0,0,8,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
LGA45090,33,0,0,3,9,11,3,0,0,26,0,0,0,0,10,4,0,0,16,0,0,4,0,0,0,0,0,4,0,0,3,7,0,0,0,0,10,0,0,0,3,3,0,0,0,12,5,0,0,0,0,0,0,0,8,85,35,63,75,94,70,16,0,437,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,5,7,0,0,13,3,0,3,3,3,10,3,3,25,0,0,5,10,3,10,5,0,36,0,4,7,7,7,15,0,0,40,0,3,4,5,13,20,3,0,53,0,0,7,0,7,9,0,0,29,0,0,3,0,3,0,0,0,8,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6
LGA45120,9,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,17,18,15,24,22,22,7,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,8,0,0,0,0,3,3,0,0,17,0,0,6,4,11,9,0,0,35,0,0,4,8,7,9,0,0,22,0,0,0,3,0,4,0,0,9,0,0,0,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA45290,207,0,3,26,34,25,23,8,0,114,0,4,16,15,21,17,8,0,78,0,0,9,15,24,19,3,0,70,0,0,3,20,15,10,4,0,51,0,0,4,13,14,9,8,0,44,7,4,3,0,3,3,0,0,27,545,447,454,364,422,346,103,9,2702,0,0,0,0,0,0,0,0,3,4,4,0,0,3,0,0,0,16,4,3,4,0,0,3,0,0,22,0,7,10,4,0,3,0,0,29,0,4,0,3,7,6,3,0,26,0,8,13,13,10,3,9,0,53,0,14,13,15,33,18,3,0,90,0,7,20,19,28,13,3,0,85,0,3,3,17,11,15,0,0,49,0,0,3,9,9,3,0,0,26,0,0,7,0,6,3,0,0,13,0,0,0,5,0,5,0,0,10,0,0,0,6,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16
LGA45340,312,0,6,22,32,48,27,3,0,144,0,0,13,26,21,17,4,0,81,0,0,9,15,10,8,3,0,49,0,0,11,9,20,11,0,0,53,0,0,4,12,8,3,3,0,34,15,14,7,8,7,4,0,0,57,1293,937,827,687,794,550,130,17,5238,0,0,0,0,0,3,0,0,8,24,8,0,0,0,3,0,0,39,26,22,3,5,7,8,4,0,81,14,11,12,3,10,9,11,0,66,3,13,17,9,14,29,6,0,99,8,16,38,20,30,41,16,0,163,0,31,58,65,74,55,17,0,302,3,22,89,97,126,89,12,0,440,0,10,61,91,113,107,19,0,398,0,3,40,38,48,47,3,0,178,0,0,14,24,26,26,0,0,95,0,0,7,17,13,4,0,0,46,0,0,3,12,19,9,0,0,45,0,0,3,0,6,7,0,0,15,0,3,3,6,5,7,0,0,30,83
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,3,4,6,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA45680,130,0,3,20,16,11,5,0,0,60,0,0,11,10,4,3,0,0,30,0,0,6,5,3,0,0,0,14,0,0,0,11,7,4,0,0,25,0,0,0,3,3,0,0,0,11,12,10,7,9,5,6,0,0,49,732,550,538,343,383,250,36,7,2828,0,0,0,0,0,6,0,0,6,13,0,0,0,4,0,0,0,16,11,7,9,5,3,0,0,0,35,8,4,10,3,14,9,0,0,51,3,18,9,10,13,12,5,0,71,0,15,23,27,29,27,9,0,124,3,30,65,47,63,40,10,0,257,0,21,71,89,112,76,15,0,386,0,11,67,102,136,93,15,3,417,0,3,20,40,46,48,9,0,154,0,0,15,11,10,9,0,0,44,0,0,5,3,6,7,0,0,27,0,0,11,0,7,5,7,0,32,0,0,3,6,9,7,3,0,28,0,0,4,3,11,0,0,0,23,40
LGA45890,611,0,7,83,103,116,69,3,3,386,0,11,37,71,77,44,0,0,235,0,0,17,33,42,23,6,0,128,0,0,14,44,48,7,3,0,111,3,0,7,17,10,15,3,3,47,15,14,5,12,19,6,0,0,70,1041,1013,1153,1011,1044,711,135,16,6123,3,3,0,0,10,3,0,0,21,17,10,6,9,3,3,3,0,50,13,32,19,16,23,20,3,0,122,10,26,44,39,27,23,14,3,185,8,35,53,40,41,49,12,10,243,23,69,129,88,109,97,27,0,553,11,134,314,253,302,257,38,4,1326,9,99,413,471,556,392,47,9,1992,0,50,318,424,517,368,43,5,1731,0,15,151,228,258,174,23,0,851,0,8,104,126,167,103,26,0,538,0,6,61,88,112,64,13,0,340,0,9,46,77,102,66,6,0,295,0,0,8,10,20,11,4,0,47,0,3,21,16,20,20,6,0,94,90
LGA46090,37,0,0,3,3,6,4,0,0,19,0,0,0,4,3,3,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,144,80,106,92,123,81,20,0,648,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,8,0,0,0,0,3,3,0,0,7,0,4,3,0,3,3,3,0,12,0,3,0,0,6,3,0,0,19,0,5,14,11,14,5,0,0,49,0,3,19,13,15,15,10,0,69,0,4,18,17,28,17,5,0,82,0,0,7,10,16,9,0,0,50,0,0,5,4,11,13,0,0,37,0,0,7,13,12,3,0,0,32,0,0,8,18,15,11,0,0,54,0,0,0,0,0,3,0,0,6,0,0,0,3,4,3,7,0,18,0
LGA46300,56,0,0,9,3,7,0,0,0,19,0,0,3,4,3,3,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,8,3,0,3,0,4,0,0,0,17,205,90,137,113,157,116,15,3,831,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,4,0,0,4,0,0,3,3,0,12,0,3,0,0,3,4,6,0,17,0,0,4,5,8,11,3,0,29,0,5,9,13,10,9,8,0,56,0,3,10,10,14,17,8,0,58,0,0,13,18,14,11,0,0,51,0,0,10,14,12,8,0,0,42,0,0,0,4,6,3,0,0,18,0,0,4,5,6,3,0,0,15,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,9,10
