LGA_CODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA59898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,0,0,0,17,26,0,0,0,0,26,17,0,4,0,0,24,22,3,0,3,0,27,19,9,0,6,0,37,27,0,10,3,0,41,24,4,12,8,0,48,13,0,8,0,0,26,0,5,4,3,0,13,0,0,5,0,0,3,0,0,0,0,0,0,194,22,43,22,3,284,34,0,0,0,0,34,31,0,0,0,0,31,25,0,3,0,0,29,29,0,3,0,0,29,41,3,3,0,0,49,41,5,0,0,0,50,48,0,7,0,0,57,59,0,8,0,0,75,69,3,9,5,0,87,36,5,6,3,0,50,12,8,4,3,0,29,4,0,5,0,0,11,0,0,0,0,0,3,423,19,52,19,5,520,48,0,6,0,3,57,11,0,3,3,0,14,673,44,100,50,11,872,11,0,0,0,4,19,48,0,0,0,0,46,40,4,0,0,0,44,57,5,13,0,0,73,51,5,10,0
LGA60410,7,0,0,75,46,0,4,0,0,46,45,7,3,0,0,58,52,3,10,0,0,62,47,3,6,0,0,60,41,4,0,0,0,50,44,3,4,0,0,53,26,0,0,0,0,27,4,0,3,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,420,24,37,0,3,478,82,0,0,0,0,82,50,0,0,0,3,49,53,0,3,0,0,59,71,3,7,0,0,88,50,4,3,0,0,57,50,4,9,3,0,65,55,0,3,0,0,62,47,3,7,0,4,57,52,0,5,0,3,59,38,0,4,3,0,48,10,0,0,0,0,15,4,0,0,0,0,8,0,0,0,0,0,0,566,17,51,14,11,645,58,4,10,3,0,70,12,0,0,0,3,13,1047,45,96,16,13,1212,38,0,0,0,0,37,131,3,3,0,0,136,165,4,13,0,0,186,158,11,16,0,4,185,147,10,18,0
LGA60610,8,0,3,228,174,3,7,0,0,186,175,8,7,0,0,189,224,16,15,3,0,255,319,17,12,3,4,357,332,6,14,3,3,356,257,8,6,4,0,277,131,7,5,3,0,150,24,3,0,0,0,27,6,0,3,0,0,9,0,0,0,0,0,0,2150,74,76,21,11,2333,301,0,0,0,0,304,220,0,3,0,3,225,185,0,3,0,0,191,241,7,12,0,7,261,295,4,10,3,0,313,245,6,16,0,0,277,297,12,9,3,3,320,280,12,12,3,0,303,222,3,15,4,6,258,181,3,16,7,3,201,45,3,7,3,3,59,10,0,3,3,0,16,9,0,7,3,0,12,2532,59,104,33,27,2746,234,8,3,0,3,247,59,0,4,7,17,83,4969,134,184,66,57,5409,164,0,0,0,3,165,511,0,3,3,7,525,537,10,15,3,3,568,526,13,26,4,0,573,492,28,18,3
LGA60810,7,0,0,87,60,6,6,0,0,70,70,3,10,0,0,91,82,6,10,3,3,105,126,8,16,0,0,153,137,11,18,9,3,182,104,3,6,6,0,119,44,4,7,4,0,65,10,3,6,3,0,21,0,3,3,0,0,8,0,3,0,0,0,8,820,55,97,31,4,1001,170,0,0,5,0,176,119,0,0,0,0,122,102,0,4,0,0,111,100,4,9,9,0,123,111,3,9,4,3,127,170,4,20,3,3,199,168,6,15,3,10,204,161,11,18,4,0,191,191,3,25,5,4,224,103,4,12,6,0,129,19,0,10,5,4,38,5,3,0,0,0,16,0,0,4,0,0,8,1421,47,132,46,22,1672,121,10,14,3,8,146,30,4,6,4,10,51,2389,110,248,86,45,2874,80,0,0,0,3,87,244,0,7,0,0,250,253,4,10,4,3,272,187,6,21,3,3,223,213,21,32,8
LGA61010,3,0,0,13,11,0,0,0,0,12,5,0,0,0,0,5,3,0,3,4,0,8,9,0,3,0,0,11,3,0,4,0,0,7,9,3,3,3,0,19,3,3,4,3,0,10,0,0,0,0,0,4,0,0,0,3,0,3,0,0,3,0,0,3,57,7,20,9,0,102,3,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,8,3,0,0,0,0,3,5,0,0,0,0,11,7,0,0,0,0,10,9,0,5,0,0,12,15,0,0,0,0,17,12,0,0,0,0,11,14,0,3,3,0,16,3,0,3,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,88,8,14,5,3,116,12,0,0,0,0,14,10,0,0,0,0,13,164,15,32,21,7,243,6,0,0,0,0,6,29,0,0,3,0,31,28,0,5,0,0,31,33,3,4,0,0,40,27,3,4,3
LGA61210,3,0,0,57,49,0,3,4,0,55,43,4,3,4,0,48,41,5,18,4,0,69,74,6,14,6,0,104,79,3,8,3,0,89,61,9,10,0,0,78,35,4,4,4,0,45,6,0,0,0,0,12,3,0,7,0,0,3,0,0,0,0,0,0,518,27,69,21,8,648,62,0,0,0,3,70,65,0,0,0,0,68,52,0,3,0,3,59,67,3,5,5,0,79,71,7,3,3,0,85,81,7,5,9,3,99,77,3,3,3,0,88,85,0,10,8,0,101,66,3,13,4,0,93,52,3,9,6,0,70,15,3,3,3,0,26,6,3,0,0,0,14,3,0,0,0,0,6,701,25,63,44,14,850,67,3,8,10,0,96,10,0,4,3,3,27,1301,63,146,78,25,1612,87,0,0,4,0,86,214,3,11,3,5,229,181,3,14,0,3,203,200,8,15,3,0,233,145,15,15,3
LGA61410,8,0,3,342,245,6,15,0,0,268,224,12,17,0,0,255,299,14,31,3,3,351,380,11,24,5,0,423,368,22,31,5,4,429,328,17,26,8,3,381,175,10,10,3,7,200,34,0,9,0,0,44,3,0,3,0,0,10,0,0,0,0,0,0,2700,97,177,27,25,3028,490,3,0,0,3,500,351,0,6,0,0,361,267,3,21,0,0,291,315,4,26,6,0,356,348,11,45,6,5,414,368,14,46,3,4,430,363,17,40,10,3,434,346,22,41,10,4,413,336,15,39,13,11,411,239,16,32,6,4,296,87,9,28,5,0,133,31,6,18,6,0,56,10,3,3,0,0,26,3551,127,340,73,29,4119,323,5,18,3,6,355,71,5,6,3,17,93,6646,234,546,100,73,7598,155,0,0,0,3,155,663,6,24,0,6,699,838,20,36,0,8,905,764,36,59,0,4,860,705,68,59,0
LGA61510,0,0,0,29,24,0,0,0,0,22,30,0,4,4,0,43,28,0,3,0,0,40,60,4,5,0,0,65,46,3,15,3,0,68,41,0,6,0,0,56,22,3,4,3,0,34,8,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,316,20,47,12,6,398,55,0,0,0,0,59,54,0,3,0,0,52,29,0,0,0,0,32,52,0,8,0,0,55,50,0,3,0,0,60,65,0,3,0,0,68,70,3,3,0,0,75,53,3,3,0,0,66,58,0,7,0,0,65,51,4,3,0,0,57,11,0,3,0,0,20,10,0,0,0,0,8,3,0,0,0,0,4,552,18,37,6,11,621,52,0,0,0,3,56,21,0,0,0,3,21,939,33,92,20,15,1097,18,0,0,0,0,18,63,0,0,0,0,63,97,4,3,0,0,104,84,4,10,0,0,94,91,4,16,6
LGA61610,11,0,0,242,180,3,8,3,0,196,186,10,10,3,0,208,238,16,16,0,7,267,300,16,28,0,0,345,264,14,16,9,0,303,244,16,15,3,4,282,102,5,7,0,0,109,31,3,8,3,0,39,3,0,0,0,0,3,0,3,0,0,0,4,2071,89,109,14,10,2300,372,0,0,0,3,380,224,0,3,0,0,230,228,3,5,0,0,237,233,4,14,6,3,262,274,10,14,8,0,307,328,8,11,3,6,359,341,10,19,0,3,377,324,12,12,7,3,353,233,12,17,4,3,269,159,3,13,5,9,191,62,12,6,3,5,82,19,3,4,4,0,30,10,3,3,3,0,13,2798,75,122,52,35,3090,290,4,15,0,10,317,64,0,3,3,20,88,5225,175,251,73,73,5794,174,0,0,0,3,180,578,7,6,0,3,596,606,8,27,0,0,643,548,21,29,0,3,614,564,42,30,5
LGA61810,3,0,0,39,24,0,4,0,0,31,18,0,4,3,0,23,25,4,3,4,0,34,30,8,10,4,0,45,46,8,6,5,0,61,35,3,10,5,0,56,19,3,3,3,0,23,5,3,6,3,0,13,0,3,0,0,0,4,0,0,0,0,0,0,278,32,45,24,0,386,29,0,0,0,3,32,41,0,0,0,0,41,26,0,0,0,0,28,39,3,4,5,0,53,33,0,5,3,0,42,48,3,5,3,0,58,61,3,6,0,3,72,51,6,5,3,0,63,54,3,8,7,0,79,31,10,3,4,0,42,15,0,9,0,0,25,3,0,0,0,0,6,0,0,0,5,0,7,435,32,48,30,7,550,38,0,9,0,0,56,12,0,0,3,4,20,769,63,101,61,15,1012,20,0,0,0,0,20,75,0,3,0,0,82,84,4,8,0,0,102,83,8,24,3,0,113,73,3,7,3
LGA62010,0,0,0,4,0,0,0,0,0,7,11,0,0,0,0,13,6,0,0,0,0,5,3,0,3,0,0,6,9,0,0,0,0,12,7,0,3,0,0,8,3,3,3,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,4,15,7,0,68,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,11,11,0,0,0,0,11,10,0,3,0,0,13,3,0,0,0,0,6,14,0,0,0,0,13,9,0,0,0,0,9,11,0,0,0,0,11,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,4,75,0,8,9,0,89,4,0,3,0,0,8,6,0,0,0,0,4,132,11,22,13,4,173,3,0,0,0,0,3,11,0,0,0,0,11,14,0,0,0,0,14,9,0,0,3,0,9,22,0,3,0
LGA62210,0,0,0,43,28,4,3,0,0,35,21,0,0,0,0,26,27,0,3,0,0,36,41,0,9,3,0,52,42,0,0,0,0,46,23,3,4,0,4,40,23,0,0,0,0,25,3,0,3,0,0,10,0,0,0,0,0,5,0,0,0,0,0,3,283,14,26,9,3,332,21,0,0,0,0,28,33,0,0,0,0,36,16,0,0,0,0,22,39,0,0,0,0,45,45,0,3,0,0,53,44,0,0,0,0,45,43,0,3,0,0,49,51,0,3,3,3,63,48,0,3,3,0,55,27,0,3,0,0,39,6,0,0,3,0,11,9,0,0,0,0,10,0,0,0,0,0,0,401,3,18,17,6,446,38,0,0,0,0,37,15,3,0,0,4,17,730,20,46,25,17,833,16,0,0,0,0,22,92,0,3,0,0,91,141,0,3,0,0,150,143,5,6,0,0,157,144,4,4,0
LGA62410,0,0,0,13,21,3,3,0,0,23,21,0,3,0,0,26,17,3,7,0,0,34,25,5,7,5,0,42,26,0,4,0,0,37,15,5,4,3,0,28,15,0,7,3,0,30,3,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,178,25,36,10,4,252,23,0,0,0,0,23,16,0,0,0,0,22,18,0,0,0,0,18,30,0,0,0,0,35,22,0,4,0,0,28,32,4,5,0,0,41,35,3,6,0,0,44,41,0,4,0,0,46,47,3,5,0,0,52,35,3,4,0,0,50,11,3,4,0,0,22,4,0,0,0,0,7,3,0,0,0,0,8,321,19,36,12,8,392,39,0,3,0,0,50,7,0,0,0,0,15,548,51,76,27,14,714,20,0,0,0,0,21,34,0,0,0,0,37,39,0,0,0,0,40,57,5,12,0,3,71,52,5,11,0
LGA62610,14,0,3,362,305,7,14,3,0,333,300,8,25,3,0,334,363,13,22,0,3,404,402,23,22,0,0,451,418,21,20,4,0,466,331,10,18,0,0,358,167,8,7,0,0,185,25,0,10,0,0,38,4,0,0,0,0,4,0,0,0,0,0,4,2993,93,161,11,13,3274,407,0,5,0,3,415,338,3,4,0,0,346,270,3,6,0,3,287,353,4,15,7,3,386,364,9,30,11,0,413,411,3,21,5,5,449,365,13,23,0,3,409,347,15,31,10,6,406,374,12,23,4,3,412,222,3,22,7,7,258,97,9,8,3,0,121,22,3,4,7,0,32,6,3,0,0,0,14,3582,81,196,60,34,3949,304,3,11,3,6,326,127,3,8,4,23,159,7008,171,369,80,82,7709,208,0,0,0,5,216,862,3,14,0,7,886,1089,19,48,5,7,1164,1149,49,55,7,7,1266,1146,59,81,4
LGA62810,34,0,3,1640,1411,26,41,9,10,1496,1161,34,49,5,14,1259,1462,50,68,3,10,1588,1615,69,71,18,7,1776,1723,64,79,5,4,1878,1392,47,54,10,12,1509,661,22,31,3,4,720,144,13,19,6,0,176,27,3,9,0,0,46,9,0,3,0,0,16,12428,343,461,52,76,13356,1018,5,8,10,11,1042,1407,0,12,0,6,1430,1048,9,22,7,3,1090,1231,13,68,16,5,1330,1368,30,75,11,3,1491,1480,42,85,8,8,1621,1356,40,90,9,3,1495,1184,22,96,16,7,1320,1105,29,79,11,10,1237,806,34,69,10,0,927,306,24,51,5,6,387,78,5,28,6,0,119,31,3,7,9,3,46,12408,246,690,119,72,13535,1459,17,40,4,26,1548,228,9,13,12,37,299,26523,619,1204,186,213,28743,359,0,6,0,3,372,1997,12,15,0,11,2035,3154,52,92,0,19,3318,3211,116,118,10,16,3470,2847,156,132,7
LGA63010,0,0,0,65,40,0,0,4,0,47,44,0,12,0,3,56,68,4,15,3,0,91,86,4,17,7,3,116,81,9,17,7,0,121,66,9,15,4,3,89,25,7,8,4,0,46,5,3,4,0,0,21,4,0,3,0,0,4,0,0,0,3,0,0,543,35,87,33,11,717,96,0,0,0,0,93,48,0,0,0,0,48,58,0,3,0,3,63,89,0,6,3,0,102,109,3,13,0,0,130,100,0,18,10,3,121,124,9,19,5,0,160,94,3,14,3,0,118,109,5,24,10,0,151,71,3,22,3,0,93,35,3,6,6,6,56,12,0,4,5,0,17,3,0,4,0,0,9,936,36,133,49,17,1163,63,0,17,3,3,84,32,0,7,0,3,44,1569,68,245,81,40,2007,50,0,0,0,0,50,163,0,4,0,0,173,194,4,14,0,0,211,159,6,25,3,3,199,181,8,29,4
LGA63210,0,0,0,24,13,0,0,0,0,14,9,0,5,0,0,14,11,0,5,0,0,20,23,6,7,0,0,37,19,4,6,0,3,33,14,3,7,4,0,28,4,0,0,3,0,8,4,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,148,15,25,14,6,211,30,0,0,0,0,31,13,0,0,0,0,13,16,0,3,0,0,25,18,0,0,0,0,24,22,0,0,0,0,21,34,3,3,0,0,45,32,6,10,0,0,47,27,3,3,0,0,43,38,3,3,0,0,46,18,0,7,7,0,28,7,3,6,3,0,17,0,0,0,3,0,4,0,0,4,0,0,4,258,21,42,19,8,340,32,0,4,0,0,43,14,0,0,0,0,12,445,35,79,27,15,602,29,0,0,0,0,30,39,0,5,0,0,46,49,0,3,0,0,56,49,0,7,0,0,57,47,3,9,0
LGA63410,0,0,0,23,12,3,0,0,0,20,7,0,0,0,0,6,12,0,0,0,0,15,13,4,0,0,0,22,24,3,9,0,0,39,13,6,7,0,0,19,7,0,6,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,127,19,22,4,7,175,5,0,0,0,0,5,3,0,0,0,0,3,10,0,0,0,0,10,9,0,0,3,0,17,18,0,0,3,0,17,14,0,3,0,0,17,16,0,3,0,0,20,9,3,0,0,0,16,15,0,3,0,0,17,13,0,0,3,0,18,3,0,3,3,0,7,0,0,0,0,0,3,0,0,3,0,0,3,114,8,17,10,0,151,23,0,0,3,0,31,3,0,0,0,0,6,261,24,48,20,5,364,7,0,0,0,0,12,32,0,0,0,0,34,40,0,0,4,0,48,37,6,5,3,0,59,25,3,7,0
LGA63610,6,0,0,145,109,4,12,0,3,132,92,3,18,0,0,119,138,10,34,3,0,187,160,8,22,0,0,195,153,15,16,7,0,190,141,11,18,3,0,179,57,3,14,4,0,82,16,0,0,0,0,19,4,0,0,3,0,5,0,0,5,0,0,5,1140,65,153,20,11,1382,320,0,6,0,3,324,217,0,0,0,0,221,134,0,13,7,0,154,167,3,17,6,0,198,172,16,39,11,0,235,224,16,43,14,0,288,212,12,28,9,0,257,195,12,35,4,3,257,241,11,45,3,3,296,147,8,29,11,5,200,62,3,30,3,0,98,9,5,12,5,0,22,7,3,3,0,0,15,2099,87,298,68,20,2572,159,5,12,4,11,185,32,0,6,6,15,57,3428,158,467,98,50,4196,87,0,0,0,0,87,316,0,10,0,3,331,415,16,27,0,6,464,388,28,48,3,3,472,353,35,60,3
LGA63810,3,0,0,54,59,3,6,0,0,66,52,3,3,3,0,57,57,5,8,0,0,76,82,4,5,0,7,98,95,3,13,0,3,118,74,3,9,3,0,95,40,3,7,0,0,46,14,6,5,0,0,21,0,0,3,0,0,8,3,0,0,0,0,3,597,33,53,9,6,701,90,0,0,0,0,93,70,0,0,0,0,74,73,0,3,0,0,74,73,0,3,0,0,75,83,4,6,0,0,98,91,4,8,0,0,107,110,4,12,0,0,127,89,4,6,6,0,106,99,3,11,3,0,116,67,6,4,3,0,82,27,5,9,0,0,35,12,0,3,3,0,20,0,0,0,0,0,4,880,29,61,20,3,999,93,0,4,0,0,101,21,0,0,3,4,30,1593,63,117,38,16,1826,44,0,0,0,0,47,115,0,3,0,0,119,148,8,3,0,0,161,160,6,13,6,3,191,143,17,15,3
LGA64010,30,3,7,854,617,9,35,3,6,671,556,15,25,0,6,599,799,46,44,6,3,895,965,42,51,3,3,1066,919,55,43,6,5,1027,787,35,37,10,0,875,385,20,36,8,5,446,91,7,11,3,0,114,12,7,3,0,0,16,3,0,0,0,0,6,6781,245,334,56,27,7443,846,0,0,6,6,854,907,0,12,0,5,928,644,6,26,3,3,683,708,15,43,5,4,778,863,18,58,6,5,951,932,21,53,14,5,1032,905,30,52,10,10,1005,851,26,44,13,6,935,798,17,55,7,5,883,549,31,46,9,4,634,211,13,28,15,0,272,51,3,13,7,3,75,17,5,7,0,0,25,8277,183,425,105,61,9054,789,17,27,4,13,850,191,4,11,18,30,247,16035,447,793,182,133,17598,374,0,0,0,0,375,1622,10,23,3,7,1659,1851,47,85,5,6,1988,1689,84,112,8,13,1905,1573,107,106,9
LGA64210,0,3,0,76,76,4,6,0,0,86,59,3,16,3,0,84,72,0,15,4,0,93,108,7,18,5,0,145,115,8,12,7,0,146,89,5,13,13,3,128,57,4,16,3,0,87,17,10,12,3,0,37,0,0,6,3,0,3,0,0,3,4,0,4,766,47,118,53,8,984,114,0,0,3,0,119,106,0,3,0,0,106,87,4,3,0,0,91,127,0,18,8,0,153,130,5,15,7,3,150,119,3,18,3,0,146,162,3,21,9,3,197,131,14,11,8,3,161,137,8,15,10,0,168,91,4,21,4,0,124,29,0,11,4,0,47,12,3,6,0,0,19,3,0,3,0,0,13,1258,39,139,56,10,1507,123,7,14,8,0,149,26,3,5,8,6,50,2166,96,277,118,27,2685,79,0,0,0,0,83,191,4,12,7,4,211,232,9,14,3,0,263,205,13,24,3,0,245,225,30,36,9
LGA64610,0,3,0,70,48,0,4,0,0,48,46,0,0,0,0,44,73,5,6,0,3,93,72,12,11,5,0,101,81,10,7,8,7,106,54,12,5,9,0,77,22,14,9,4,0,53,3,3,0,3,0,12,3,0,5,0,0,10,0,0,0,3,0,7,555,56,59,36,11,710,79,0,0,0,0,78,67,0,0,0,0,71,52,3,0,0,0,51,67,0,3,0,0,72,58,6,7,4,0,73,89,5,5,5,0,109,84,6,7,8,0,103,87,0,13,4,0,104,81,8,11,3,0,108,56,4,8,5,0,71,22,8,10,3,3,39,7,0,7,5,0,16,0,3,3,3,0,7,740,40,74,48,14,914,75,0,4,4,3,87,24,0,0,6,3,35,1391,100,136,96,27,1742,77,0,0,0,3,77,241,0,0,0,4,246,260,0,6,3,3,278,269,11,8,0,0,291,250,15,15,0
LGA64810,5,0,0,43,27,3,0,0,0,32,18,0,3,0,0,27,35,3,7,0,0,47,45,3,17,3,3,63,48,4,8,0,0,68,45,0,10,3,0,65,18,3,5,0,0,24,3,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,313,26,61,14,4,419,101,0,0,0,0,99,48,0,0,0,0,48,49,0,3,0,0,49,55,0,6,0,0,67,76,0,9,3,0,93,59,3,13,0,3,82,67,0,5,0,0,71,72,4,12,0,0,92,71,0,13,3,0,95,40,0,4,3,0,54,15,4,3,3,0,29,7,0,3,3,0,14,0,0,4,0,0,3,654,15,83,25,9,792,60,0,3,3,0,68,11,0,0,0,7,23,1036,43,153,45,13,1289,23,0,0,0,0,23,79,0,5,0,0,84,102,7,22,0,0,129,82,8,25,0,3,115,69,8,19,3
LGA65010,0,0,0,11,9,0,3,0,0,13,13,0,5,4,0,18,18,0,0,0,0,17,18,3,5,0,0,25,18,0,6,3,0,22,14,0,4,5,0,33,5,0,3,5,0,13,0,0,0,0,0,6,0,0,0,3,0,4,0,0,0,0,0,0,109,6,33,20,5,170,13,0,0,0,0,17,13,0,0,0,0,13,16,0,0,0,0,22,19,0,7,0,0,23,21,0,0,0,0,28,21,0,4,0,0,25,33,3,4,3,4,46,25,0,7,8,0,38,22,0,4,3,5,29,7,0,3,3,0,21,7,3,9,0,0,13,3,0,0,0,0,6,0,0,3,0,0,0,195,15,45,26,10,285,18,0,0,0,3,20,10,0,3,3,0,14,325,20,80,51,19,483,7,0,0,0,0,6,24,0,0,0,3,25,31,0,3,0,0,38,40,7,15,0,0,65,35,4,13,4
