LGA_CODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA25810,13,17,7,226,155,9,33,21,4,239,196,15,45,19,7,297,232,22,64,34,8,360,420,42,62,27,7,561,575,37,47,16,3,678,573,54,56,17,6,708,480,36,44,11,5,573,317,25,32,11,6,383,221,27,8,8,3,262,138,12,11,0,3,166,140,10,25,0,4,172,40,13,14,3,0,66,70,10,11,13,0,100,3758,327,476,236,75,4868
LGA25900,107,40,11,1288,1700,83,209,58,22,2079,1979,139,215,58,24,2417,2399,157,238,42,47,2882,3403,252,367,64,49,4136,4899,381,391,40,57,5769,7863,486,458,56,57,8916,9250,636,536,43,51,10523,7041,503,402,26,31,8007,6044,640,333,26,31,7076,4232,444,218,18,26,4937,7823,966,345,23,33,9192,5033,1533,345,41,44,6993,883,111,82,21,61,1157,63838,6428,4283,722,562,75840
LGA25990,12,20,3,89,68,14,22,24,3,129,61,22,26,25,0,129,85,15,25,19,3,154,136,22,36,17,3,213,152,23,41,20,5,242,161,21,28,20,5,244,204,16,36,8,3,269,133,15,11,3,0,163,92,14,7,6,0,120,58,3,3,5,0,74,51,4,4,7,0,61,14,9,6,3,0,31,20,4,5,9,7,37,1294,185,272,219,46,2005
LGA26080,3,0,0,82,62,3,16,4,0,86,49,8,10,3,0,71,56,14,10,3,0,89,105,15,9,0,0,132,118,11,23,3,4,153,96,9,12,10,3,131,117,14,12,3,0,144,78,6,7,3,0,98,80,9,7,0,0,98,48,10,4,0,0,61,58,7,3,0,0,70,23,20,5,0,0,49,13,0,0,0,3,13,973,114,139,34,12,1279
LGA26170,42,46,8,471,391,16,100,54,4,567,421,35,154,58,14,683,528,51,177,55,16,829,770,76,229,57,10,1137,948,86,188,36,9,1261,976,89,216,29,19,1329,964,116,151,16,19,1264,602,77,135,20,9,844,464,66,99,10,6,645,352,33,39,4,7,440,326,60,68,12,0,470,95,60,72,12,0,238,115,21,42,32,14,221,7344,795,1762,535,142,10577
LGA26260,22,26,3,301,229,10,52,36,12,338,305,19,64,45,11,436,309,24,97,38,8,482,593,23,118,33,10,775,709,47,128,57,13,955,832,57,127,19,12,1043,711,50,114,29,4,909,441,44,68,16,8,577,312,35,46,13,3,406,203,20,31,5,4,263,172,31,55,9,3,270,49,36,39,4,4,142,94,8,15,12,17,142,5221,414,995,394,118,7137
LGA26350,93,46,18,2110,2547,74,193,54,34,2899,2617,126,219,66,38,3066,2780,156,228,55,38,3245,3733,248,330,68,39,4424,4474,311,363,40,35,5229,5570,358,399,44,53,6429,5877,534,458,43,44,6959,3994,436,350,18,26,4829,3178,534,288,35,25,4067,2154,391,204,22,15,2782,3074,696,314,50,20,4147,1651,1238,495,80,19,3481,694,95,57,14,52,907,44426,5305,4035,821,470,55061
LGA26430,23,20,3,183,102,14,44,28,3,190,119,11,42,26,3,207,161,15,46,18,6,244,287,31,65,32,10,426,373,27,60,14,5,481,400,43,43,15,16,518,278,29,55,11,6,389,190,20,40,8,0,258,94,27,31,14,0,162,66,17,23,3,0,106,64,21,21,7,0,110,17,29,23,14,0,72,53,7,16,16,4,93,2348,294,547,271,72,3533
LGA26490,37,28,6,551,441,30,84,33,3,594,434,41,109,44,10,629,499,48,68,26,8,651,677,71,138,39,13,938,774,87,140,29,7,1035,805,108,141,22,14,1092,693,96,162,23,10,985,464,119,88,17,6,703,343,99,107,7,8,564,207,63,36,3,4,316,218,93,44,8,5,373,93,98,42,19,0,265,84,9,24,10,9,138,6241,994,1226,369,104,8932
LGA26610,16,24,11,368,316,15,37,29,6,404,320,20,64,32,11,451,458,39,50,45,12,610,665,74,103,38,29,916,1069,61,104,36,27,1290,1103,92,103,29,18,1343,987,116,92,28,19,1241,554,48,47,7,8,667,400,68,25,13,5,520,205,35,15,6,6,267,215,48,37,11,7,308,64,72,28,19,3,179,108,19,18,25,15,181,6815,725,743,391,175,8852
LGA26670,9,14,0,98,61,4,19,29,4,115,66,16,37,14,3,147,101,10,55,5,0,181,165,10,54,30,4,267,132,32,35,14,3,221,159,25,53,13,3,254,150,17,38,8,4,217,93,11,34,8,5,149,60,15,27,4,0,107,37,7,19,5,0,63,40,6,19,0,3,67,15,11,12,3,0,46,26,3,8,8,3,49,1183,182,428,181,36,2015
LGA26700,38,35,14,566,383,28,63,43,15,528,424,57,95,41,10,630,576,47,92,40,12,757,841,70,130,52,18,1116,1243,94,127,28,26,1520,1351,104,170,16,24,1663,1206,112,119,19,9,1475,725,78,80,17,7,907,535,70,61,3,10,679,351,35,31,3,4,424,374,57,45,3,0,485,140,62,54,4,3,270,162,22,31,11,12,236,8824,838,1164,377,183,11383
LGA26730,37,11,17,614,519,30,64,19,12,643,541,13,70,18,13,667,685,39,92,18,13,839,1066,52,117,15,19,1273,1436,77,99,17,16,1645,1649,88,126,11,20,1899,1449,109,100,8,18,1685,935,77,57,8,3,1082,668,81,52,6,7,811,450,51,28,0,0,527,543,74,55,4,5,679,241,74,62,3,3,388,148,15,20,6,6,193,10911,783,984,170,160,13000
LGA26810,57,47,8,747,605,33,110,74,16,840,609,41,169,67,20,913,854,30,171,46,24,1127,1230,61,244,51,35,1618,1472,102,226,27,27,1865,1702,129,173,37,22,2062,1766,110,198,30,21,2124,1192,66,121,13,16,1411,871,69,81,10,5,1037,679,60,34,5,3,782,956,65,55,7,13,1104,575,93,58,16,8,744,234,19,55,25,17,345,13405,901,1813,560,242,16934
LGA26890,10,24,0,72,40,3,20,13,6,76,50,8,20,11,3,94,53,5,29,32,4,123,100,18,49,26,4,200,114,8,45,26,5,198,133,4,62,23,4,221,136,20,43,18,0,219,60,12,29,6,3,106,45,11,39,12,3,102,38,6,15,7,4,67,31,13,15,3,0,57,12,9,16,10,0,44,17,0,12,8,4,39,856,127,413,247,31,1677
LGA26980,182,74,28,3110,2881,102,283,75,24,3370,2769,183,320,106,27,3405,3045,217,302,69,46,3676,4636,343,425,86,47,5539,6173,425,393,63,42,7099,7477,493,437,53,75,8537,7912,596,439,45,55,9050,5862,479,273,24,31,6670,4931,510,223,15,20,5691,3468,278,161,16,12,3939,4675,537,227,16,23,5482,1865,625,249,22,19,2782,870,77,70,19,57,1093,59577,4938,4015,858,522,69914
LGA27070,114,66,47,2714,2324,93,221,70,35,2743,2378,158,277,65,41,2923,2613,216,294,59,66,3245,4166,310,465,62,74,5076,5683,431,359,61,72,6616,6756,485,395,33,82,7762,6378,554,362,40,50,7384,4092,410,226,19,32,4782,3029,409,155,16,15,3626,2106,244,89,12,13,2469,2297,372,105,10,15,2798,892,350,135,5,11,1395,821,87,69,26,86,1081,46184,4197,3301,700,668,55053
LGA27170,19,14,8,598,499,15,60,21,10,608,595,33,72,19,13,727,792,40,71,24,12,937,1416,63,128,19,15,1649,2001,100,107,18,17,2243,2558,108,133,17,19,2825,2532,142,138,18,15,2841,1723,103,70,6,6,1915,1208,110,67,4,4,1397,810,49,42,3,7,910,712,88,38,4,4,837,204,96,30,3,3,330,264,17,17,3,18,317,15902,962,1007,203,161,18245
LGA27260,173,64,42,2569,2339,101,299,66,47,2851,2277,166,352,87,50,2939,2646,183,355,64,47,3296,4258,331,452,82,50,5175,6329,421,421,81,83,7333,8321,550,465,56,98,9487,8445,581,428,44,73,9571,5335,365,251,29,45,6022,3766,396,196,10,31,4408,2469,193,103,6,19,2792,2596,355,134,10,22,3120,971,365,109,10,17,1474,920,56,77,21,69,1138,53192,4144,3862,798,700,62691
LGA27350,122,35,23,1611,2226,80,215,61,38,2614,2441,110,264,54,42,2916,2893,160,309,45,46,3451,4392,279,436,48,72,5229,6259,324,438,42,75,7133,8898,478,540,39,66,10018,10330,545,516,39,67,11499,7835,529,392,21,46,8823,6449,652,319,24,34,7477,4251,408,211,16,28,4911,6897,834,343,22,33,8133,3882,1223,473,34,39,5659,961,94,68,19,64,1200,69346,5781,4686,637,681,81129
LGA27450,194,72,33,2502,2046,70,320,124,28,2581,1860,163,367,109,38,2532,2122,198,397,93,36,2857,3179,276,523,72,44,4096,3643,376,494,70,65,4638,4019,484,504,53,55,5126,3778,503,453,69,49,4847,2330,391,334,18,31,3100,1700,386,227,30,13,2363,1086,226,138,17,6,1466,1008,297,183,9,11,1511,309,276,130,23,6,743,635,84,75,52,41,885,29987,3811,4391,989,462,39636
LGA27630,9,20,3,111,71,0,16,15,3,107,84,13,14,26,3,146,107,16,31,21,3,174,221,24,46,29,9,329,230,23,49,26,8,337,234,49,43,22,9,361,216,46,48,21,0,326,145,17,34,9,0,206,83,28,17,0,0,129,54,11,12,3,3,75,49,18,15,7,0,79,8,13,12,0,0,33,30,5,11,10,0,58,1623,275,363,260,35,2560
LGA29090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29399,0,0,0,86,96,3,3,4,0,104,115,0,5,6,0,129,185,7,9,0,3,205,273,9,10,0,3,296,322,13,7,0,10,358,299,10,12,0,0,322,216,7,21,3,3,244,137,9,7,0,0,149,59,7,7,0,0,74,35,3,0,0,0,42,35,14,3,0,0,51,31,3,4,3,0,41,32,3,0,0,5,37,1929,100,84,22,26,2161
LGA29499,719,135,66,3522,3530,222,1875,169,127,5917,3897,409,2220,159,142,6830,5299,620,2736,140,218,9016,7172,1064,3875,136,240,12486,7334,1502,4014,123,246,13207,8409,2099,4601,128,268,15509,8405,2518,4853,103,267,16146,6024,1804,3268,53,157,11307,4322,1770,2184,26,106,8413,2767,863,1196,23,56,4907,3144,1064,1089,20,63,5374,1130,636,508,36,45,2357,1595,397,640,76,216,2924,66028,15169,33979,1616,2241,119037
LGA29799,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,7,4,0,0,0,7,5,0,0,0,0,5,5,0,0,0,0,9,10,0,0,0,0,7,8,0,0,0,0,8,11,0,0,0,0,11,28,0,0,0,0,28,59,0,0,0,0,60,3,0,0,3,0,5,139,3,4,3,3,155
LGA29898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,7,28,0,0,0,0,31,29,0,0,0,0,29,8,0,0,0,0,12,38,0,0,0,0,38,22,0,0,0,0,22,15,0,0,0,0,15,27,3,0,0,0,24,27,0,0,0,0,27,27,0,0,0,0,27,14,0,0,0,0,18,23,0,0,0,0,24,7,0,0,0,0,7,4,0,0,0,0,7,272,7,3,0,0,286
LGA30300,6,11,0,69,44,3,12,16,0,77,55,7,12,14,4,93,79,9,14,15,0,111,157,22,26,17,0,218,188,25,26,16,0,253,221,29,32,7,3,295,222,42,17,9,3,293,134,26,27,7,3,200,109,28,18,0,3,156,66,9,13,6,0,92,56,10,16,4,3,89,22,16,12,7,0,64,27,11,7,6,3,53,1427,239,238,172,27,2108
LGA30370,9,16,5,203,156,3,31,31,3,223,191,5,32,31,3,265,223,5,44,13,4,293,423,26,61,13,3,528,468,23,58,8,3,560,497,17,60,14,8,606,509,30,68,23,0,634,388,43,50,5,7,501,356,44,28,11,4,447,292,10,24,13,6,341,632,22,16,11,3,684,244,40,34,10,0,332,70,12,9,17,13,114,4644,285,555,290,69,5843
LGA30410,0,15,0,48,34,3,10,9,3,54,32,11,13,12,0,71,47,3,13,4,0,69,105,3,13,14,0,144,128,10,28,7,3,171,161,14,26,3,5,215,149,11,29,7,3,192,102,9,17,3,0,128,70,16,4,8,0,100,48,3,12,3,0,63,50,4,18,3,0,75,16,9,16,7,3,50,13,3,8,11,4,44,990,102,203,143,20,1455
LGA30450,0,0,0,7,3,0,3,0,0,7,4,5,0,0,0,12,12,0,0,0,0,12,23,0,4,0,0,30,38,0,3,3,0,38,35,0,5,0,0,37,42,0,3,0,0,46,18,0,12,0,0,27,11,0,0,0,0,9,14,0,0,0,0,16,16,0,0,0,0,15,6,0,0,0,0,11,4,0,0,3,0,11,216,12,33,20,3,284
LGA30760,3,3,0,28,24,0,12,12,0,42,26,4,3,0,0,36,44,3,7,7,4,66,52,3,19,11,0,83,93,7,18,4,3,128,81,4,19,10,3,121,87,12,15,5,0,123,36,4,12,0,0,56,33,6,7,0,0,52,17,5,4,0,0,27,12,3,7,0,0,22,5,4,0,3,0,16,13,0,10,8,0,25,550,61,142,87,15,858
LGA30900,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,9,17,0,3,0,3,25,19,0,3,0,0,19,12,0,0,0,0,16,10,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,8,4,0,3,0,0,8,0,0,0,0,0,3,106,3,7,4,3,122
LGA31000,1116,446,154,19711,20487,567,1804,526,240,23622,20946,981,2114,491,275,24804,25303,1169,2360,412,273,29515,41277,2055,3335,482,444,47602,59401,2539,3335,411,477,66160,79282,3319,3597,398,524,87116,91699,4324,3800,369,450,100637,69022,3529,2556,236,287,75633,61288,4531,2101,209,259,68387,42841,2602,1367,130,158,47098,66336,5169,2035,195,208,73941,32809,7342,3077,282,199,43712,7498,550,500,126,485,9169,637803,39297,33460,5901,4507,720965
LGA31750,0,0,0,3,8,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,9,12,0,0,0,0,12,11,0,5,0,0,15,5,4,0,0,0,12,14,0,3,0,0,17,14,0,0,0,0,16,15,0,5,0,0,19,11,0,0,0,0,12,5,0,3,0,0,10,10,0,0,0,0,14,0,0,0,4,0,5,116,4,22,11,5,165
LGA31820,81,71,19,1274,1076,34,180,125,26,1443,1265,76,209,95,46,1694,1707,88,215,91,32,2131,2926,153,295,76,40,3488,3791,167,304,66,32,4362,4031,183,285,39,30,4568,3607,247,229,33,26,4141,2004,172,145,25,12,2357,1745,176,123,19,5,2071,955,76,61,5,9,1108,926,131,117,12,8,1195,238,160,110,25,0,541,392,34,54,43,36,557,25840,1740,2468,880,318,31246
LGA31900,16,19,11,286,202,9,33,30,11,275,230,21,41,22,8,324,351,26,49,18,15,463,633,39,94,34,14,814,732,62,82,19,13,905,837,65,92,9,13,1014,834,70,86,27,13,1032,591,72,54,11,3,731,434,61,56,21,9,576,220,26,33,9,0,288,189,24,31,0,0,254,81,36,34,4,3,159,116,12,20,12,11,179,5713,529,734,286,121,7388
LGA31950,0,0,0,6,29,0,0,0,0,34,31,0,0,0,0,29,26,0,0,0,0,31,53,0,3,0,0,53,62,0,0,0,0,61,47,0,0,0,0,46,43,0,0,0,0,43,31,0,0,0,0,28,16,0,3,0,0,26,16,4,0,0,0,17,24,0,0,0,0,24,9,0,0,0,0,6,16,3,0,0,0,16,399,11,10,3,3,428
LGA32080,109,62,34,2304,1774,62,242,95,40,2212,2109,116,314,92,48,2682,2874,145,402,87,52,3566,5277,284,577,88,69,6287,7421,324,586,67,86,8483,8985,454,577,51,61,10120,8375,557,564,45,71,9610,5463,414,370,38,35,6324,4572,483,331,22,30,5441,2819,272,160,15,13,3286,3162,389,220,25,22,3816,1024,465,232,20,15,1758,822,48,99,35,85,1090,56953,4065,4832,944,675,67472
LGA32250,3,0,0,5,16,0,3,5,0,19,31,0,0,6,3,41,48,3,3,0,0,52,77,7,3,0,3,87,95,5,0,0,4,103,97,12,4,0,5,115,128,0,9,0,0,144,75,8,4,0,4,88,51,10,6,0,0,59,35,7,3,0,0,44,44,5,6,0,0,58,13,4,5,0,0,19,5,3,0,0,3,15,708,62,51,25,22,867
LGA32260,34,39,7,393,310,13,74,52,9,456,437,39,97,43,14,624,600,22,102,34,26,785,1095,62,131,44,21,1352,1557,78,130,22,28,1818,1475,102,131,41,15,1769,1174,123,120,42,17,1479,695,74,78,15,13,872,521,68,56,8,13,660,302,17,24,10,0,353,279,59,44,21,6,415,79,55,28,12,0,174,164,17,27,20,14,248,9020,758,1100,469,183,11533
LGA32270,32,23,0,514,382,7,49,21,3,469,432,22,44,32,12,553,506,18,55,22,11,617,788,47,88,33,10,970,1025,65,91,35,13,1233,1235,76,76,29,37,1449,1428,121,101,31,9,1692,1262,81,94,20,14,1469,1127,128,60,21,11,1346,1097,55,27,7,9,1193,2325,81,66,21,22,2512,1225,93,73,31,10,1427,238,27,18,21,25,340,13579,850,917,423,204,15965
LGA32310,10,10,0,177,116,12,19,24,10,187,137,18,26,18,4,200,200,10,31,12,4,261,352,22,34,26,7,440,404,31,37,9,10,485,398,36,41,13,8,496,418,27,28,15,4,486,288,18,29,6,3,341,296,20,15,5,0,339,177,14,14,5,3,214,273,19,10,0,7,309,74,15,15,5,0,106,59,3,10,13,9,90,3372,251,327,227,76,4251
LGA32330,0,0,0,4,16,0,3,0,0,20,25,0,0,0,0,25,29,0,0,0,0,29,61,0,0,0,0,66,49,0,0,0,0,46,61,3,4,0,0,63,55,0,3,0,0,62,32,0,0,0,0,39,26,0,0,0,0,26,9,0,0,0,0,14,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,5,379,3,13,5,6,405
LGA32450,3,4,0,31,30,3,0,0,4,37,14,3,3,3,0,29,36,0,3,0,3,46,88,7,3,3,3,95,129,8,4,3,0,140,187,9,4,0,4,206,230,14,4,0,4,256,220,15,6,0,0,233,275,23,8,0,3,314,286,13,4,0,4,307,839,16,10,0,3,859,237,23,6,0,8,273,48,0,7,3,3,57,2632,133,66,35,30,2900
LGA32500,7,6,0,33,97,7,16,4,0,127,111,4,4,14,4,135,109,0,12,8,0,141,194,10,22,6,7,236,250,8,18,0,4,274,228,13,16,4,0,267,293,16,31,0,3,336,227,9,12,3,0,255,207,7,9,3,6,230,207,3,7,0,3,223,293,3,9,0,0,306,80,5,5,3,0,91,55,5,4,7,8,77,2386,95,177,75,36,2775
LGA32600,3,3,0,6,9,0,6,3,0,14,17,0,6,0,0,19,5,0,5,0,0,14,3,0,0,3,3,11,14,4,3,0,0,22,20,3,3,3,0,27,15,0,3,3,0,23,7,0,0,0,0,11,4,0,0,0,0,3,5,0,0,0,0,6,5,0,0,0,0,5,4,0,3,3,0,8,0,0,0,0,0,3,115,12,29,25,3,184
LGA32750,0,0,0,5,0,0,0,4,0,4,6,0,0,0,0,10,10,0,3,0,0,11,40,0,3,0,0,44,37,0,0,0,0,39,22,0,5,0,0,34,36,0,7,3,0,44,17,0,4,0,0,22,13,0,0,0,0,15,10,0,0,0,0,10,16,0,0,0,0,13,6,3,3,0,0,16,0,0,0,0,0,7,215,18,30,18,5,281
LGA32770,0,0,0,6,25,0,0,0,0,25,22,0,0,0,0,22,15,0,0,0,0,14,43,0,4,0,0,45,49,0,0,0,0,52,41,0,0,0,0,37,31,0,0,0,0,31,22,0,0,0,0,26,31,0,0,0,0,28,20,0,0,0,0,20,29,0,0,0,0,29,10,0,0,0,0,6,8,0,0,0,3,13,349,3,4,0,3,361
LGA32810,14,9,3,149,118,7,29,17,6,174,179,16,49,18,3,263,305,22,45,18,7,393,515,31,67,11,6,634,725,58,80,16,10,884,826,41,104,13,9,993,671,68,79,7,5,826,285,44,47,0,0,382,214,57,38,3,0,310,123,23,20,3,0,166,110,25,21,0,0,163,46,25,22,3,3,97,65,17,10,14,18,125,4311,428,632,162,77,5607
LGA33100,3,0,0,13,9,0,3,8,0,19,6,0,3,4,0,12,13,5,6,9,0,35,20,3,0,6,0,24,18,6,8,0,0,34,21,0,0,3,0,27,39,0,3,0,0,40,15,3,3,4,0,25,19,0,0,0,0,16,8,0,0,0,0,8,10,3,7,0,0,25,0,3,4,6,0,15,3,0,3,0,0,6,190,28,41,50,8,310
LGA33200,5,4,0,25,17,0,6,10,0,29,24,0,10,11,0,40,30,5,9,6,0,48,70,10,16,9,0,103,55,0,23,3,0,77,66,11,21,9,3,106,78,14,10,3,0,98,46,5,9,0,0,64,24,3,6,0,3,34,31,0,0,0,0,33,41,0,3,4,0,52,3,7,12,3,0,24,11,3,4,3,3,30,502,63,141,83,10,797
LGA33220,89,68,25,1216,992,36,175,71,29,1303,1166,81,255,92,48,1639,1659,90,264,69,41,2129,2731,168,327,58,36,3317,3525,178,257,45,48,4051,3606,171,267,50,36,4123,3269,240,244,25,27,3809,1945,128,118,21,14,2234,1720,154,101,6,12,1996,940,86,64,4,3,1104,841,103,71,12,3,1028,268,133,54,13,11,475,306,28,42,21,39,430,24073,1621,2377,694,374,29137
LGA33360,76,36,17,893,705,22,104,47,8,879,736,33,133,57,7,966,914,45,123,34,7,1123,1589,72,154,39,29,1883,1970,99,161,31,19,2278,2262,118,141,28,25,2571,2484,149,130,27,17,2802,1990,93,98,19,13,2214,1846,132,74,12,9,2071,1527,86,51,8,3,1681,3284,132,78,5,17,3509,1732,136,65,13,3,1944,343,24,35,20,20,435,22205,1146,1429,482,202,25466
LGA33430,502,285,73,8719,7806,361,1067,372,120,9728,8617,715,1279,406,153,11164,11177,770,1491,313,166,13929,19175,1415,2105,343,259,23305,26024,1807,2141,263,261,30497,29460,2188,2247,262,226,34381,27214,2705,2201,229,215,32568,17084,2188,1463,174,126,21042,13722,2361,1121,125,82,17411,8594,1278,617,65,50,10607,10446,2226,820,104,72,13658,4302,2648,741,131,73,7897,2928,346,289,120,235,3920,194940,21324,18302,3959,2168,240694
LGA33610,19,25,0,159,129,5,32,31,3,204,139,17,25,36,3,230,190,14,49,16,6,273,361,35,64,22,4,485,478,34,65,22,9,610,569,41,64,18,10,705,551,63,69,13,11,713,328,37,39,3,6,410,239,37,24,4,0,303,115,24,12,3,4,161,136,29,17,0,0,183,43,44,28,14,0,127,58,5,15,15,5,100,3443,408,544,292,67,4757
LGA33620,75,49,9,668,541,19,151,69,13,792,639,41,189,87,22,987,861,40,196,65,14,1174,1432,86,277,68,21,1889,1815,105,196,37,22,2180,1806,106,190,40,20,2164,1511,113,184,32,12,1854,984,75,85,6,14,1169,758,103,69,14,5,944,458,45,33,10,0,554,415,66,52,9,8,550,112,64,54,11,3,250,206,24,41,31,20,322,12111,927,1833,674,185,15725
LGA33800,7,12,7,183,171,7,13,26,3,223,155,5,28,19,8,223,189,11,41,25,9,268,412,27,47,20,4,508,420,31,59,15,13,533,464,39,49,4,12,576,454,38,48,16,3,557,294,31,27,7,3,370,230,25,37,5,4,303,140,11,11,4,0,168,94,15,22,4,0,136,39,24,25,4,0,93,68,3,6,17,8,107,3295,269,434,223,81,4308
LGA33830,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,6,0,3,0,0,7,6,0,0,0,0,5,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,54,3,8,0,0,63
LGA33960,134,57,23,2438,2113,52,255,90,30,2530,2092,112,283,68,34,2589,2623,86,324,54,40,3124,4627,201,406,67,51,5348,6721,252,383,52,85,7491,8183,304,413,27,61,8990,8227,376,434,34,62,9132,5721,277,252,8,33,6300,4805,271,162,24,28,5298,2893,157,104,7,7,3170,3177,232,139,10,17,3569,977,294,137,15,8,1427,772,52,55,24,66,963,55300,2722,3512,700,539,62777
LGA33980,29,21,3,331,268,13,38,29,4,357,274,17,37,21,3,354,343,15,42,15,8,425,562,32,54,25,3,684,746,28,46,15,16,845,891,30,54,17,12,1003,1133,73,75,18,24,1310,1004,45,37,11,7,1115,1076,65,36,8,18,1195,1237,38,23,3,11,1307,3185,92,35,3,12,3328,1510,85,41,13,14,1652,215,17,12,26,17,288,12758,560,573,293,150,14328
LGA34420,0,0,0,3,15,0,0,0,0,14,18,0,4,0,0,16,30,0,0,0,0,30,49,0,0,0,0,49,27,0,0,0,0,28,18,0,0,0,0,20,29,0,0,0,0,36,8,0,0,0,0,8,17,0,0,0,0,19,10,0,0,0,0,16,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,242,0,12,0,0,261
LGA34530,34,16,3,442,325,17,65,35,15,448,367,29,99,30,13,530,437,23,93,18,8,584,714,57,126,30,16,939,980,37,104,18,8,1149,982,70,103,27,9,1194,845,68,120,8,13,1059,580,74,74,9,3,748,441,62,55,7,8,575,250,28,36,11,0,331,251,56,40,5,5,362,67,67,41,26,3,203,99,13,17,12,6,153,6753,622,1045,335,106,8866
LGA34570,0,0,0,11,27,0,0,0,0,27,4,0,0,0,0,4,22,3,0,0,0,23,43,0,3,0,0,44,30,0,3,0,0,33,32,0,0,0,0,32,40,0,0,0,0,42,35,0,0,0,0,37,41,0,0,0,0,44,52,0,0,0,0,52,111,0,0,0,0,111,33,0,0,0,0,35,44,0,0,0,0,44,532,8,6,0,3,544
LGA34580,36,41,14,507,425,16,96,58,13,612,403,23,90,41,10,563,555,38,108,37,10,749,1055,64,115,41,19,1290,1385,69,123,23,27,1626,1382,77,100,19,14,1593,1203,80,97,19,18,1413,773,53,52,15,6,893,555,62,42,8,0,673,286,35,25,4,3,348,339,38,25,0,6,406,89,49,21,6,3,167,138,16,31,19,20,212,9030,639,976,384,157,11183
LGA34590,193,100,43,3445,3029,122,441,156,61,3811,3206,208,483,155,55,4116,3979,250,585,129,82,5024,7084,477,758,158,87,8562,10098,598,794,104,97,11685,11348,763,830,81,108,13142,10727,893,763,74,71,12528,6859,700,507,37,44,8148,5352,717,383,20,32,6504,2985,378,200,13,15,3586,3367,653,257,13,20,4310,1054,632,195,18,13,1912,1102,120,117,44,82,1468,73553,6607,6579,1420,834,88994
