LGA_CODE_2016,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_15,TaTW_1000_1249_H_16_24,TaTW_1000_1249_H_25_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40,TaTW_1000_1249_H_41_48,TaTW_1000_1249_H_49mo,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_15,TaTW_1250_1499_H_16_24,TaTW_1250_1499_H_25_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40,TaTW_1250_1499_H_41_48,TaTW_1250_1499_H_49mo,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_15,TaTW_1500_1749_H_16_24,TaTW_1500_1749_H_25_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40,TaTW_1500_1749_H_41_48,TaTW_1500_1749_H_49mo,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_15,TaTW_1750_1999_H_16_24,TaTW_1750_1999_H_25_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40,TaTW_1750_1999_H_41_48,TaTW_1750_1999_H_49mo,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_15,TaTW_2000_2999_H_16_24,TaTW_2000_2999_H_25_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40,TaTW_2000_2999_H_41_48,TaTW_2000_2999_H_49mo,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000mo_H_0,TaTW_3000mo_H_1_15,TaTW_3000mo_H_16_24,TaTW_3000mo_H_25_34,TaTW_3000mo_H_35_39,TaTW_3000mo_H_40,TaTW_3000mo_H_41_48,TaTW_3000mo_H_49mo,TaTW_3000mo_H_NS,TaTW_3000mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_15,TaTW_PINS_H_16_24,TaTW_PINS_H_25_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40,TaTW_PINS_H_41_48,TaTW_PINS_H_49mo,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_15,TaTW_Tot_H_16_24,TaTW_Tot_H_25_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40,TaTW_Tot_H_41_48,TaTW_Tot_H_49mo,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_15,CoPSW_NNI_H_16_24,CoPSW_NNI_H_25_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40,CoPSW_NNI_H_41_48,CoPSW_NNI_H_49mo,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_15,CoPSW_1_149_H_16_24,CoPSW_1_149_H_25_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40,CoPSW_1_149_H_41_48,CoPSW_1_149_H_49mo,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_15,CoPSW_150_299_H_16_24,CoPSW_150_299_H_25_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40,CoPSW_150_299_H_41_48,CoPSW_150_299_H_49mo,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_15,CoPSW_300_399_H_16_24,CoPSW_300_399_H_25_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40,CoPSW_300_399_H_41_48,CoPSW_300_399_H_49mo,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_15,CoPSW_400_499_H_16_24,CoPSW_400_499_H_25_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40,CoPSW_400_499_H_41_48,CoPSW_400_499_H_49mo,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_15,CoPSW_500_649_H_16_24,CoPSW_500_649_H_25_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40,CoPSW_500_649_H_41_48,CoPSW_500_649_H_49mo,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_15,CoPSW_650_799_H_16_24,CoPSW_650_799_H_25_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40,CoPSW_650_799_H_41_48,CoPSW_650_799_H_49mo,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_15,CoPSW_800_999_H_16_24,CoPSW_800_999_H_25_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40,CoPSW_800_999_H_41_48,CoPSW_800_999_H_49mo,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_15,CoPSW_1000_1249_H_16_24,CoPSW_1000_1249_H_25_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40,CoPSW_1000_1249_H_41_48,CoPSW_1000_1249_H_49mo,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_15,CoPSW_1250_1499_H_16_24,CoPSW_1250_1499_H_25_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40,CoPSW_1250_1499_H_41_48,CoPSW_1250_1499_H_49mo,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_15,CoPSW_1500_1749_H_16_24,CoPSW_1500_1749_H_25_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40,CoPSW_1500_1749_H_41_48,CoPSW_1500_1749_H_49mo,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_15,CoPSW_1750_1999_H_16_24,CoPSW_1750_1999_H_25_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40,CoPSW_1750_1999_H_41_48,CoPSW_1750_1999_H_49mo,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot
LGA41750,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41830,0,0,0,0,3,0,3,3,0,8,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,3,0,6,0,9,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,30,0,35,3,3,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,3,14,4,7,13,9,10,58,0,126,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,0,14,3,0,3,3,0,0,3,0,0,15,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41960,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,4,5,5,4,0,9,11,3,14,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42030,3,0,3,5,36,30,19,15,0,108,0,0,0,3,17,13,10,14,0,59,0,0,3,0,4,8,4,3,0,23,0,0,0,0,0,4,3,6,0,17,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,3,0,4,0,5,0,3,0,0,3,3,0,0,0,16,15,63,62,106,197,130,74,84,14,752,3,3,0,0,0,0,0,0,0,3,3,59,6,3,0,0,0,0,3,74,3,58,9,3,0,0,0,3,0,69,6,37,19,11,0,0,3,0,0,77,0,26,36,22,3,0,3,0,0,89,4,23,47,74,17,0,0,3,0,178,5,12,31,70,38,3,11,3,6,188,3,7,11,41,49,16,0,6,3,136,0,4,7,17,28,16,16,8,4,91,0,0,5,3,8,6,7,4,0,46,4,0,0,5,3,7,4,3,0,31,0,0,0,0,5,9,6,0,0,22
LGA42110,0,0,0,0,5,8,7,7,0,36,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,3,4,0,12,0,0,0,0,5,3,6,8,0,16,0,0,0,3,0,4,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,11,11,17,24,34,32,46,0,184,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,7,0,9,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,5,4,0,0,0,0,0,19,0,0,4,8,3,0,0,0,0,20,0,0,3,9,3,3,3,0,0,21,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA42250,0,0,0,3,15,16,9,4,0,44,0,0,0,0,7,7,11,18,0,40,0,3,0,0,4,5,10,4,0,29,0,0,0,0,0,3,5,7,0,11,0,0,0,0,3,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,11,22,66,56,41,44,3,261,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,9,0,7,3,0,0,0,0,0,0,9,0,3,6,3,0,0,0,0,0,14,3,3,8,6,3,0,0,0,0,29,3,0,3,11,0,5,3,0,0,24,0,4,7,3,5,3,3,0,0,19,0,0,0,5,23,3,0,6,0,48,0,0,0,0,12,3,3,0,0,25,0,0,0,0,4,5,0,3,0,19,0,0,0,0,3,3,0,0,0,10
LGA42600,11,9,8,18,73,89,52,35,3,289,0,0,3,8,16,37,33,31,0,135,0,0,0,5,11,26,20,32,0,90,0,0,0,0,3,5,5,17,0,31,0,0,0,3,7,6,0,23,0,40,0,0,0,0,0,0,0,8,0,8,0,3,0,4,7,5,6,4,0,27,43,124,130,182,340,343,198,216,18,1588,0,9,3,3,0,0,0,0,0,11,16,190,13,3,0,0,0,3,3,220,13,148,43,10,0,0,0,4,0,216,7,112,75,17,4,3,0,3,3,231,13,70,97,75,13,3,3,5,0,282,10,50,112,162,40,14,7,4,4,402,16,33,68,179,89,41,13,11,3,454,13,15,36,130,115,46,23,22,0,397,3,6,14,42,90,32,20,17,3,235,4,0,6,8,30,5,5,5,0,79,0,3,3,13,6,3,5,9,3,41,0,0,3,3,6,3,0,4,0,16
LGA42750,0,0,0,3,11,15,0,7,0,36,0,0,0,0,7,3,5,7,0,19,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,12,9,18,26,35,40,41,18,37,4,227,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,5,7,4,0,3,0,0,0,0,13,0,11,8,3,0,0,0,0,0,23,0,4,8,3,0,3,0,0,0,21,6,7,8,18,0,3,0,3,0,43,6,3,8,14,7,3,0,3,0,46,0,6,8,10,7,3,9,4,0,38,3,4,0,0,5,3,3,3,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
LGA43080,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,13,6,9,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43220,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,15,14,7,3,0,55,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43360,0,0,0,0,4,0,5,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,7,24,13,18,12,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,3,0,9,0,4,3,0,0,0,0,12,3,0,0,3,0,0,4,0,0,12,3,0,0,4,0,0,0,0,0,12,0,0,4,0,3,0,0,0,0,6,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43650,5,3,3,8,44,37,20,26,0,150,3,0,4,3,21,21,12,18,0,85,3,0,0,0,16,24,8,18,0,65,0,0,0,0,5,10,12,14,0,37,0,0,0,0,7,3,6,10,0,26,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,8,26,39,44,59,190,167,87,117,4,729,0,0,0,0,0,0,0,0,0,6,0,26,0,0,0,0,0,0,0,30,0,28,3,0,0,0,0,0,0,33,4,7,10,3,0,3,0,0,0,28,0,12,18,6,0,0,0,0,0,38,0,8,16,36,16,0,0,0,0,75,3,4,21,24,12,8,6,4,0,75,3,7,5,17,16,3,0,4,0,53,0,0,7,0,13,0,3,4,0,31,0,0,3,0,0,4,0,5,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA43710,0,0,0,3,10,13,10,5,0,35,0,0,0,0,3,5,5,8,0,19,0,0,0,0,0,5,3,3,0,11,0,0,0,0,0,3,3,3,0,7,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,6,14,18,42,56,22,32,0,199,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,8,0,7,3,0,0,0,0,0,3,13,0,4,8,3,0,0,0,0,0,17,3,5,9,0,3,0,0,3,0,24,0,0,4,5,3,0,0,0,0,15,0,0,0,7,3,0,0,3,0,22,0,0,0,0,10,0,0,3,0,16,0,0,0,0,3,5,0,0,0,10,0,0,0,0,3,4,6,0,0,14,0,0,0,0,0,0,3,3,0,9
LGA43790,4,0,4,0,21,28,22,11,0,90,0,0,0,0,6,13,6,11,0,41,0,0,0,0,3,3,0,3,0,14,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,5,3,16,15,41,27,39,105,139,60,67,8,511,0,0,0,0,0,0,0,0,0,5,3,19,4,0,0,0,0,0,0,20,0,11,8,3,0,0,0,0,0,24,0,18,6,4,7,0,0,0,5,34,6,14,14,5,0,0,0,3,0,39,4,8,28,27,8,6,0,3,0,95,4,4,9,22,14,6,0,0,0,66,0,0,5,24,14,5,0,3,0,53,3,0,4,4,20,6,4,5,0,42,0,0,0,4,7,10,6,5,0,32,0,0,0,3,0,0,0,8,0,17,0,0,0,0,0,3,0,3,0,7
LGA43920,0,0,3,0,6,0,3,4,0,24,0,0,0,0,8,3,0,9,0,22,0,0,0,0,3,3,0,3,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,27,18,57,31,22,41,6,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,3,3,3,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,9,0,0,3,11,0,0,0,0,0,14,0,3,0,4,0,0,0,0,0,11,0,0,0,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,18,15,17,35,140,151,102,67,8,549,8,7,3,9,55,90,57,57,3,295,0,3,0,4,40,57,33,51,0,185,0,0,4,3,7,25,13,21,0,73,3,0,3,0,11,13,7,29,0,68,3,0,0,0,4,10,0,5,0,22,0,3,3,4,7,7,3,3,9,46,81,217,191,278,675,634,328,353,51,2812,0,9,0,3,3,0,0,0,0,11,12,189,6,0,0,0,0,0,4,216,19,186,49,13,0,4,0,4,0,281,12,133,75,26,8,3,0,3,3,266,15,96,112,52,14,3,4,10,3,308,19,64,163,163,53,17,9,15,4,515,13,50,89,211,116,27,15,12,3,535,24,13,31,146,165,46,15,30,3,474,9,6,29,70,118,52,27,31,5,347,13,0,6,14,61,49,14,15,0,171,12,0,3,7,14,33,25,12,0,110,6,0,0,3,12,52,19,13,0,110
LGA44210,0,0,3,0,14,10,6,8,0,49,0,0,0,0,3,3,7,6,0,16,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,9,8,23,25,38,67,53,27,46,3,295,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,7,0,11,3,0,0,0,0,0,0,16,0,6,8,0,0,0,0,0,0,21,3,5,7,8,0,0,0,0,0,23,0,8,10,5,0,0,0,0,0,23,0,3,6,13,6,0,4,0,0,33,0,0,3,21,7,0,3,3,0,41,0,0,3,10,6,4,3,0,0,31,0,0,0,0,3,0,3,3,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,3,0,4
LGA44340,19,11,12,32,214,166,91,60,0,602,12,7,8,15,115,88,59,62,7,370,3,3,3,9,46,59,32,31,0,190,0,0,3,3,15,20,19,27,0,91,4,0,0,0,11,27,10,27,0,71,0,0,0,4,0,7,4,10,0,19,0,5,5,8,7,5,3,3,3,31,93,231,239,315,844,646,320,315,18,3030,0,9,3,0,0,0,0,0,0,11,16,182,11,3,3,0,0,0,0,212,18,183,39,12,3,4,0,3,4,263,14,102,75,23,6,3,0,4,0,237,15,87,130,62,14,3,3,3,3,321,25,58,170,160,32,21,5,17,7,493,26,33,79,230,105,34,23,20,7,550,33,21,53,167,164,58,20,32,9,549,23,12,27,119,120,67,24,20,0,413,4,5,9,23,45,20,20,18,3,151,3,0,0,10,16,7,12,11,3,70,0,0,3,10,10,3,8,6,0,34
LGA44550,8,6,9,14,55,53,46,36,0,226,8,0,5,9,28,26,18,28,0,121,0,0,0,0,12,11,10,11,0,61,0,0,3,0,11,4,0,19,0,44,3,0,0,0,3,11,9,29,3,61,0,0,0,0,0,0,0,12,0,20,0,0,0,0,3,3,0,4,9,20,34,125,94,150,314,229,164,219,24,1356,0,4,0,0,0,0,0,0,0,8,9,106,10,3,0,0,0,0,0,132,9,85,31,6,0,0,0,0,3,134,12,53,25,11,4,3,0,0,3,112,3,37,55,28,0,0,0,3,3,141,12,19,72,109,22,7,3,0,4,256,7,12,31,83,48,12,6,8,0,207,3,6,14,65,50,7,19,9,0,182,0,3,5,16,38,8,9,14,0,96,0,3,5,12,7,10,0,6,0,38,5,0,0,0,7,20,3,3,0,41,0,0,0,0,0,15,0,6,0,28
LGA44620,9,6,0,8,78,70,53,50,0,277,4,3,3,4,30,36,41,39,0,158,0,3,0,3,23,15,20,27,0,91,3,0,0,0,7,12,17,19,0,56,0,3,3,0,4,10,9,14,0,43,0,0,0,0,0,3,0,5,0,8,0,0,0,0,3,4,0,3,0,19,41,79,73,95,431,337,236,247,15,1557,4,0,0,0,0,0,0,0,0,8,3,62,0,4,0,0,0,0,3,76,3,42,14,0,0,0,0,4,0,74,3,36,28,8,6,3,3,0,0,88,7,26,39,31,5,0,0,3,0,117,6,33,52,77,19,9,3,11,0,206,13,9,36,89,54,18,15,15,0,235,9,7,16,57,59,14,21,24,3,207,8,3,13,21,54,27,9,25,0,149,6,0,4,4,20,25,11,18,0,85,6,0,0,0,7,12,3,8,0,47,0,0,0,0,0,5,3,7,0,22
LGA44830,0,0,0,3,4,0,3,0,0,11,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,13,19,9,13,0,87,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,13,0,4,0,3,0,0,0,0,0,14,0,4,7,0,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,12,0,3,3,4,0,0,0,0,0,19,0,0,0,6,3,0,0,4,0,9,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
LGA45040,4,0,7,8,55,65,42,22,0,208,3,0,0,3,22,26,21,7,0,87,0,0,0,3,12,11,8,11,0,49,0,0,0,3,3,12,8,7,0,28,0,0,0,0,0,6,4,5,0,16,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,3,3,0,0,14,31,61,55,105,287,282,138,100,13,1072,0,3,0,0,0,0,0,3,0,10,0,29,5,0,0,0,0,0,0,31,5,27,14,5,3,0,0,0,0,48,3,32,21,3,0,3,0,0,0,74,7,13,33,20,4,0,0,4,0,83,7,32,39,55,17,6,3,10,0,160,4,3,29,52,54,6,6,12,0,164,4,10,14,47,57,14,7,14,3,164,5,0,9,12,74,14,14,18,0,150,3,0,3,6,33,23,15,12,0,102,0,0,0,3,17,13,4,11,0,48,3,0,0,0,5,5,8,3,0,34
LGA45090,0,4,5,3,24,28,23,9,0,89,3,0,0,0,3,12,3,9,0,35,3,0,0,0,3,5,9,10,0,25,0,0,0,0,3,3,4,0,0,12,5,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,23,29,28,31,113,118,64,61,8,475,0,3,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,0,17,0,13,4,0,0,0,0,0,0,16,0,11,6,4,3,0,0,0,0,29,0,12,12,9,0,0,0,0,0,39,4,6,23,34,0,4,0,3,3,76,3,0,14,20,12,3,0,0,0,52,0,0,10,3,3,3,6,0,0,29,0,0,0,3,3,0,0,0,0,13,0,0,0,0,6,3,0,0,0,7,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,3,0,0,0,7
LGA45120,3,0,3,3,7,12,6,11,0,40,0,0,0,0,3,7,0,3,0,24,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,4,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,12,22,30,48,26,35,3,198,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,6,0,9,10,0,0,0,0,0,0,16,3,5,6,3,0,0,0,0,0,21,3,3,10,9,6,0,0,0,0,32,0,0,11,8,0,0,4,0,0,18,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA45290,11,5,8,25,176,162,83,64,0,529,7,3,3,13,59,100,54,44,3,284,3,3,4,5,33,62,26,49,0,182,3,3,0,3,15,23,15,25,0,87,3,0,0,3,11,20,19,27,0,81,0,0,0,0,0,0,3,10,0,10,0,4,0,0,3,6,3,3,7,33,75,195,194,314,766,650,319,302,32,2861,0,9,0,0,3,0,0,0,0,13,7,229,9,0,0,0,0,0,3,244,5,197,47,10,0,0,0,0,5,264,17,110,80,23,3,3,3,3,0,240,15,99,120,53,12,0,3,3,3,312,10,51,106,133,32,16,7,10,9,374,7,28,67,150,94,25,11,12,6,413,12,21,31,84,90,36,15,13,3,305,3,7,11,35,54,34,24,15,4,197,5,0,3,13,33,27,5,11,3,93,0,3,0,8,9,18,8,8,0,66,6,0,0,0,0,13,7,8,0,29
