LGA_CODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
LGA45090,37,26,3,402,301,47,56,19,9,431,286,41,91,35,9,452,286,32,85,34,3,442,190,24,70,31,3,324,78,21,56,42,4,197,17,7,25,27,3,84,8,6,23,26,4,72,2890,308,540,258,59,4062
LGA45120,26,8,0,160,118,21,26,7,0,166,123,24,32,17,7,211,130,26,49,23,3,227,79,20,41,22,0,163,39,9,37,15,3,108,9,10,16,14,3,54,4,3,8,15,0,35,1072,171,294,150,30,1715
LGA45290,185,20,15,2426,1935,313,223,41,21,2537,1771,279,222,37,26,2330,1520,279,244,34,23,2092,1058,194,177,21,8,1465,397,121,109,24,12,668,120,52,67,18,4,252,48,19,36,18,7,134,18897,1916,1749,289,199,23053
LGA45340,448,58,27,3963,3196,382,575,76,28,4262,3072,312,558,87,34,4058,2694,305,508,85,44,3633,1882,231,427,80,40,2666,621,146,297,78,27,1172,152,50,110,54,11,374,52,22,37,35,18,157,30368,2260,4078,691,385,37784
LGA45400,6,3,0,29,18,0,12,0,0,31,24,0,4,10,0,39,25,0,5,14,0,45,34,5,17,13,0,65,3,0,4,3,0,18,8,0,3,7,0,15,4,0,0,3,0,7,202,18,71,57,7,354
LGA45540,8,0,0,36,29,0,8,0,3,39,21,0,5,0,0,35,50,4,12,3,3,78,24,3,10,0,0,38,9,0,9,8,0,24,3,0,4,3,0,9,0,0,3,3,0,8,264,21,65,24,7,387
LGA45680,194,47,25,2546,2359,122,206,54,30,2776,2231,122,237,48,33,2677,1882,96,239,43,22,2275,1129,79,129,34,23,1388,333,44,69,28,11,485,91,15,38,11,4,163,24,9,20,7,11,65,21196,830,1577,399,271,24272
LGA45890,342,59,76,7267,6564,392,430,60,62,7506,6384,399,393,47,44,7274,5564,398,411,47,62,6484,3378,278,286,47,36,4027,1121,169,188,55,20,1551,239,84,77,29,17,439,94,33,38,23,25,210,56089,2803,3119,535,571,63112
LGA46090,18,4,9,551,543,32,39,3,12,625,591,22,42,5,6,668,462,29,49,3,7,554,317,14,36,3,5,377,130,13,26,4,0,172,32,4,16,0,3,51,13,3,3,3,0,18,4788,188,301,42,57,5374
LGA46300,62,13,5,721,581,61,79,14,13,751,594,55,61,12,3,726,530,55,64,21,11,680,351,32,45,15,7,442,106,12,24,14,4,164,31,10,11,8,0,61,13,11,6,3,4,37,5520,371,492,125,92,6599
LGA46450,35,13,4,693,674,45,48,9,9,776,700,48,70,10,7,842,641,32,66,11,7,765,378,38,51,17,4,485,112,20,30,9,4,173,23,3,15,11,5,58,8,0,0,10,3,25,5783,261,420,120,80,6673
LGA46510,69,17,0,560,431,64,55,5,3,559,436,68,66,10,4,589,368,52,71,16,10,520,253,62,64,13,3,398,97,29,33,7,0,165,22,14,22,0,0,57,9,10,10,0,0,28,4510,505,555,103,49,5722
LGA46670,29,23,0,376,345,33,44,29,6,462,309,28,44,19,8,404,286,46,43,23,3,410,218,33,44,23,5,323,71,15,31,16,4,130,13,8,15,7,0,42,7,3,17,18,0,47,3026,240,333,175,58,3828
LGA46860,10,4,0,65,40,14,15,3,0,73,40,12,8,5,0,69,42,7,13,3,0,72,27,3,8,7,0,46,20,3,22,7,0,48,3,3,3,3,0,14,3,0,5,8,0,16,409,70,113,53,14,658
LGA46970,3,0,9,292,265,8,0,0,0,280,246,6,3,0,0,257,171,4,3,3,4,177,80,0,4,0,3,83,19,0,3,0,0,26,0,0,0,0,0,0,5,0,0,0,0,4,2354,37,39,4,28,2468
LGA47140,333,50,48,5348,4767,338,364,59,45,5572,4504,300,339,64,55,5259,3567,243,335,42,44,4231,2325,179,279,37,46,2860,750,121,138,22,22,1064,160,28,43,17,12,262,67,27,27,16,13,144,41171,2001,2687,471,438,46772
LGA47290,12,6,0,94,51,6,26,9,0,90,81,12,22,3,0,113,65,3,29,11,9,116,42,8,37,9,3,94,14,9,23,11,0,59,3,0,14,10,0,24,0,3,4,6,0,21,609,62,198,86,16,971
LGA47490,17,3,3,104,67,18,20,5,3,121,66,17,18,4,3,107,78,19,25,9,3,126,50,19,17,12,4,105,16,10,3,13,0,35,3,7,12,4,0,22,0,4,0,3,0,17,599,138,146,84,18,981
LGA47630,42,27,15,358,265,46,66,27,5,407,224,25,84,24,12,371,221,14,81,19,3,338,177,30,60,29,4,301,70,16,57,19,3,166,16,5,27,18,0,67,11,7,9,9,8,44,2382,227,527,222,73,3421
LGA47700,216,40,20,2056,1713,181,279,36,24,2229,1672,197,274,37,25,2205,1520,179,247,28,11,1988,979,133,214,32,17,1384,394,59,128,33,10,624,89,30,74,14,3,219,30,17,14,9,0,72,17497,1282,2029,321,180,21308
LGA47800,40,10,3,173,127,14,44,14,4,207,159,29,57,19,7,270,148,34,56,20,3,259,97,18,40,28,0,181,49,15,31,32,4,126,12,9,20,16,8,66,7,3,14,10,3,32,1270,177,362,186,40,2037
LGA47910,9,5,0,74,54,8,31,8,0,97,53,15,18,9,0,98,61,12,30,16,0,117,31,12,32,8,0,85,11,3,15,9,0,36,0,4,5,3,0,16,3,0,9,9,0,19,448,76,198,86,10,817
LGA47980,192,31,14,2159,1671,233,187,27,9,2125,1529,193,182,25,7,1935,1416,176,191,28,5,1819,1004,165,145,30,18,1355,451,105,116,27,6,710,95,36,44,23,3,199,44,14,26,12,5,110,16065,1476,1463,252,117,19370
LGA48050,68,4,3,457,358,24,62,6,7,462,383,47,80,16,7,530,365,40,100,23,7,524,295,45,79,15,6,449,97,18,64,13,0,189,31,5,29,12,3,77,10,4,22,5,5,41,3419,254,606,110,60,4450
LGA48130,27,13,3,246,212,23,46,5,10,293,247,25,59,11,4,347,206,21,57,18,3,304,153,21,60,15,7,254,56,22,38,20,0,132,23,6,23,9,0,62,9,0,12,9,3,38,1981,177,418,135,42,2745
LGA48260,23,3,0,226,189,26,22,5,3,245,177,25,33,4,6,239,190,31,29,4,0,256,128,21,16,0,0,165,54,22,28,4,3,112,8,7,9,3,0,32,9,6,9,3,0,26,1852,202,219,33,23,2332
LGA48340,36,15,9,466,462,44,55,19,13,597,439,40,62,29,6,583,364,55,68,33,10,525,226,36,82,39,16,400,84,35,69,40,3,235,30,9,39,32,3,116,9,12,14,32,4,75,3405,307,507,270,83,4579
LGA48410,193,25,46,5016,4670,249,256,31,44,5246,4365,326,253,28,38,5016,3699,276,228,24,24,4256,2327,206,202,14,34,2773,800,128,102,22,14,1060,205,45,69,17,9,347,68,27,41,13,13,159,38433,1978,1943,244,364,42959
LGA48540,35,4,6,807,812,36,45,10,8,915,777,37,52,9,6,883,659,43,44,10,13,769,335,28,39,9,6,418,90,14,23,3,0,131,19,5,10,5,5,50,18,0,0,3,4,26,6493,211,318,60,94,7180
LGA48640,11,3,3,62,31,5,13,7,0,59,37,5,20,11,0,76,37,9,19,14,3,76,34,9,14,11,4,67,6,0,12,11,0,37,3,4,7,6,0,12,3,3,3,3,0,11,366,65,131,78,9,636
LGA48750,21,9,0,122,88,18,21,13,3,147,99,18,39,16,0,169,108,21,42,11,3,186,62,10,63,16,3,152,26,19,22,13,3,86,5,5,19,16,0,49,3,3,10,13,3,33,823,128,286,114,15,1366
LGA48830,65,21,8,320,248,36,102,19,3,408,281,56,99,20,13,471,281,55,119,55,3,519,209,38,108,43,5,408,68,27,58,44,7,206,17,13,30,32,0,95,14,5,20,27,13,82,2225,336,759,315,81,3710
LGA49090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49399,14,13,8,623,636,11,13,6,11,677,589,18,24,9,10,643,469,18,24,9,8,530,202,20,22,9,4,258,64,8,10,7,0,87,15,4,6,7,0,33,6,4,3,3,3,14,4809,115,146,72,53,5200
LGA49499,1414,25,54,3676,1930,447,1572,47,78,4076,1942,442,1632,59,62,4135,1719,327,1561,53,55,3712,1165,209,1097,57,68,2598,485,107,502,47,29,1163,162,34,154,24,8,375,61,11,51,30,25,185,18802,2837,11594,492,577,34306
LGA49799,0,0,0,10,7,0,0,0,0,13,14,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,4,0,0,64
LGA49898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,155,36,8,1552,1433,133,173,42,16,1796,1352,130,216,29,17,1745,1312,122,228,50,21,1727,874,94,186,63,17,1234,369,43,135,50,17,621,86,11,49,36,6,194,35,15,38,33,11,129,11973,805,1474,401,168,14812
LGA50210,181,35,10,1739,1349,157,198,34,3,1743,1223,138,215,29,9,1612,1131,133,193,28,12,1496,768,96,160,36,14,1076,321,64,84,15,3,486,78,14,43,15,6,155,28,16,20,13,3,79,14350,1129,1668,296,133,17569
LGA50250,59,12,16,3471,3252,59,49,20,21,3395,2831,36,51,20,30,2964,2162,47,43,10,20,2279,1120,36,31,14,15,1207,326,20,27,8,6,391,57,8,3,3,6,88,26,0,0,7,6,37,25651,349,383,116,211,26712
LGA50280,124,33,9,687,410,92,131,20,8,666,394,70,107,21,3,601,402,70,133,18,11,637,277,44,107,30,3,466,89,32,61,34,3,219,24,18,27,27,0,94,13,10,12,23,5,64,4036,484,970,263,81,5832
LGA50350,64,10,3,663,610,48,60,9,3,723,545,66,57,8,8,678,444,47,58,3,8,562,326,40,47,4,3,414,125,19,31,7,4,183,24,7,4,4,0,42,11,8,5,0,0,20,4996,363,458,60,50,5926
LGA50420,213,31,20,1944,1559,244,232,34,24,2085,1424,195,260,34,29,1949,1278,208,226,34,13,1762,917,135,198,35,5,1291,424,104,104,31,8,670,119,37,47,12,10,221,45,17,22,8,10,92,16207,1579,1890,309,194,20178
LGA50490,156,30,25,5154,4550,226,161,25,28,4995,4120,234,182,24,39,4600,3301,208,167,15,33,3717,2110,143,148,20,28,2445,753,91,94,27,17,973,188,26,34,12,7,270,59,27,19,13,11,121,40883,1613,1458,237,339,44530
LGA50560,13,3,0,55,22,14,6,3,3,51,35,3,20,3,0,60,31,3,23,5,0,57,25,11,11,9,4,60,6,4,14,10,0,43,7,3,3,4,0,19,0,0,5,3,0,17,250,70,107,47,12,493
LGA50630,8,3,3,260,257,3,6,3,0,274,228,3,10,6,5,250,156,3,6,0,0,172,121,0,0,10,3,132,20,8,4,3,0,40,0,3,3,4,0,10,3,0,0,10,0,19,1960,45,60,38,23,2121
LGA50770,20,5,3,83,42,11,12,11,0,75,42,9,22,12,0,79,40,3,27,11,3,84,28,4,21,4,0,61,17,13,21,12,0,58,3,9,9,8,0,35,3,0,5,11,0,20,320,62,173,91,16,656
LGA50840,36,4,0,187,152,6,23,3,0,188,150,11,38,9,7,214,154,11,36,9,3,216,126,10,57,11,4,204,40,3,32,14,3,88,16,0,15,16,0,48,3,3,13,3,0,24,1193,65,285,89,30,1663
LGA50910,3,4,0,32,38,8,10,3,0,60,30,7,10,3,0,49,18,3,14,5,0,46,26,3,3,8,0,35,16,4,8,7,0,34,3,3,12,6,0,24,0,0,3,3,0,8,262,41,77,49,5,428
LGA50980,62,9,6,775,624,61,41,7,4,726,533,64,47,7,9,656,455,37,56,13,5,571,350,23,41,12,3,433,108,22,16,10,3,162,24,6,11,11,3,45,11,3,8,4,0,28,5590,362,386,94,77,6513
LGA51080,10,0,0,38,13,10,14,6,0,39,23,6,21,3,0,56,17,4,15,7,0,45,11,0,8,7,0,32,3,3,5,3,0,14,0,0,0,0,3,8,0,0,4,0,0,3,150,50,89,54,5,354
LGA51120,7,3,0,44,22,5,9,4,0,47,29,3,6,3,0,41,14,6,9,8,0,44,22,9,11,3,0,45,13,3,6,0,0,25,4,0,7,3,0,16,0,0,13,0,0,14,222,50,89,39,3,412
LGA51190,149,24,15,2629,2421,188,143,25,17,2804,2304,187,178,28,25,2723,1975,182,169,27,25,2376,1231,106,121,24,19,1503,441,57,97,19,11,623,101,27,28,7,6,165,36,3,8,5,3,66,20860,1121,1223,223,219,23637
LGA51260,239,49,12,1710,1229,194,269,39,17,1751,1057,159,240,38,19,1511,893,144,214,48,17,1315,683,84,187,50,18,1018,272,66,107,41,9,494,58,24,36,30,6,159,28,18,33,15,10,97,10270,1048,1775,405,152,13651
LGA51310,116,16,4,1358,1096,181,170,22,3,1466,996,160,150,26,9,1340,877,113,140,16,9,1159,625,95,101,18,9,847,303,54,54,12,12,438,100,32,30,9,3,176,45,29,27,12,3,113,10852,1019,1056,182,81,13193
LGA51330,300,41,39,5889,5147,474,347,57,35,6061,4654,453,360,60,39,5567,3976,412,300,50,44,4783,2812,302,250,51,24,3446,1115,162,152,26,15,1477,246,67,74,22,8,419,81,31,17,18,12,166,48348,3095,2596,487,410,54937
LGA51400,48,11,9,351,242,30,60,13,9,349,228,35,47,12,4,322,188,17,62,21,3,291,110,17,50,15,0,186,43,3,26,17,4,92,14,5,19,6,0,45,0,3,8,5,0,16,1965,185,401,120,47,2721
LGA51470,0,0,0,9,13,0,3,3,0,22,8,0,0,0,0,15,25,3,3,3,0,34,18,0,0,3,0,22,7,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,166,7,15,11,0,204
LGA51540,20,3,3,264,264,22,28,5,4,324,199,18,25,3,7,252,175,8,34,11,0,228,96,13,30,6,3,152,42,7,21,7,0,72,14,4,4,3,0,23,6,4,4,0,0,18,1989,114,221,51,35,2402
LGA51610,3,0,0,31,22,10,7,0,0,39,20,6,7,0,0,39,23,5,10,3,0,44,13,0,11,3,0,25,3,0,14,0,0,23,3,0,3,5,0,14,0,3,0,4,0,10,233,47,66,28,4,378
LGA51680,24,12,0,168,111,26,16,5,0,159,96,14,40,10,0,162,72,9,32,10,0,122,65,14,30,14,0,119,24,9,10,16,0,68,14,0,12,21,0,51,0,0,7,11,0,23,890,114,216,110,16,1344
LGA51750,41,5,8,570,470,56,66,8,0,599,483,68,62,9,5,628,442,49,55,7,0,555,298,42,52,10,3,405,147,44,38,16,3,239,55,13,23,3,3,100,24,16,19,7,0,59,5640,457,455,81,50,6679
LGA51820,376,51,33,5062,4124,376,401,74,57,5029,3534,397,364,64,32,4394,2780,319,293,61,34,3488,1790,189,235,52,24,2282,616,119,127,40,14,915,170,51,53,23,14,304,62,28,38,8,3,143,37340,2683,2780,561,351,43710
LGA51890,13,0,6,553,531,15,19,8,10,588,493,14,17,9,3,533,439,20,22,5,7,489,216,15,12,11,4,258,64,4,3,3,6,78,28,5,3,9,5,45,7,3,0,3,0,18,4144,116,127,51,48,4490
LGA51960,0,3,3,245,235,8,10,0,3,250,194,7,10,0,0,208,156,6,7,0,0,165,81,7,5,0,0,90,24,3,4,4,0,36,10,0,0,0,0,15,0,0,0,0,0,6,1866,46,51,23,20,2006
LGA52030,5,0,0,34,20,3,3,3,4,37,25,9,4,5,6,44,17,13,13,6,0,51,17,3,3,4,0,28,3,0,7,3,0,12,4,3,4,6,0,14,0,0,5,0,0,5,230,47,53,27,7,362
LGA52100,3,0,0,45,33,12,16,3,0,59,29,13,8,3,3,49,35,3,9,16,0,70,25,4,15,14,3,59,11,3,12,6,0,40,0,0,3,7,0,9,0,0,0,7,0,8,310,52,95,55,12,528
LGA52170,22,10,0,219,180,53,36,11,3,287,126,56,18,4,0,213,112,59,31,8,3,213,85,55,35,4,3,183,38,21,28,10,0,95,15,16,20,0,0,58,14,7,12,8,0,32,1909,380,298,77,24,2678
LGA52240,14,3,4,49,29,10,13,0,0,57,33,3,9,5,0,51,26,6,15,14,0,57,16,3,8,12,0,39,4,8,15,9,0,35,3,0,8,3,0,19,0,0,6,5,4,17,252,45,127,68,9,504
LGA52310,6,3,0,25,7,3,8,0,0,19,6,6,6,0,0,17,10,3,7,7,0,27,3,3,9,0,0,13,3,0,9,5,0,18,0,0,4,6,0,10,0,0,4,3,0,10,76,33,53,28,0,186
LGA52380,0,0,0,8,9,3,0,0,0,8,13,0,0,0,0,13,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,4,0,0,69
LGA52450,4,3,0,71,48,4,8,0,3,61,38,11,7,3,0,59,42,20,8,7,0,83,31,8,0,3,0,45,17,9,9,3,0,36,6,4,0,0,0,12,0,0,0,3,3,8,431,80,53,32,12,609
LGA52520,8,5,0,86,38,7,16,4,0,69,51,11,19,9,3,93,39,8,17,9,0,76,25,13,15,5,0,61,19,6,6,4,3,40,5,3,0,4,0,18,0,0,6,10,0,23,496,85,127,71,16,789
LGA52590,20,7,3,140,106,23,23,6,5,161,105,26,35,18,0,180,94,17,25,16,3,153,57,14,29,13,6,120,29,10,17,16,0,76,11,6,8,15,0,39,0,0,6,12,0,26,938,147,202,118,25,1433
LGA52660,26,4,4,319,309,18,47,13,6,386,287,19,44,11,5,366,262,17,32,13,3,330,156,13,30,11,4,217,56,14,26,15,3,113,5,4,12,6,0,29,11,4,16,8,0,36,2668,152,344,103,40,3306
LGA52730,39,3,3,182,162,15,59,12,7,247,147,15,53,10,3,231,133,17,55,9,3,223,95,15,53,24,0,198,54,11,40,23,0,138,13,4,19,15,3,56,5,0,20,7,0,33,1219,114,406,127,25,1893
LGA52800,9,0,3,158,124,5,11,3,0,148,123,7,3,0,0,133,124,11,7,3,0,149,76,8,9,0,0,96,26,6,9,4,0,48,6,0,0,3,0,7,3,0,0,0,3,8,1245,58,57,18,18,1400
LGA52870,21,10,3,159,105,15,20,12,4,162,123,13,38,19,3,194,134,17,39,21,3,217,108,12,43,24,3,196,46,7,26,27,4,109,14,7,7,31,0,62,0,8,9,10,8,35,1076,118,259,173,29,1653
LGA52940,8,0,0,27,15,11,3,3,0,36,20,0,9,6,0,29,8,9,4,4,3,20,10,10,7,7,0,33,3,6,4,3,0,18,3,0,5,0,0,8,0,0,3,3,0,7,142,56,58,28,3,290
LGA53010,12,4,0,31,15,6,5,4,0,29,18,9,13,3,0,34,15,7,14,5,0,44,10,3,9,3,0,26,4,3,13,7,0,26,0,4,0,3,0,5,0,0,3,0,0,5,138,38,86,41,3,313
LGA53080,0,0,0,22,37,0,0,0,0,42,37,0,7,0,0,46,31,8,3,0,0,38,16,3,0,0,0,26,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,301,15,13,3,3,330
LGA53150,36,5,0,181,134,38,31,9,4,213,118,32,38,9,0,193,118,25,28,3,0,172,67,29,25,0,0,130,38,17,12,4,0,68,7,6,9,3,0,24,6,3,3,0,0,15,1293,195,250,39,18,1792
LGA53220,26,11,9,1601,1441,25,23,9,5,1504,1323,29,29,9,11,1401,1010,26,26,3,10,1076,506,15,13,8,8,548,169,4,9,6,4,193,32,3,9,3,3,43,6,0,0,0,5,13,12307,188,188,66,98,12850
LGA53290,66,14,5,568,483,61,81,16,12,646,419,76,84,18,11,611,377,45,77,20,12,535,217,35,54,23,4,334,82,27,18,15,0,150,27,8,13,17,3,67,10,3,15,15,0,44,4079,410,546,176,79,5287
LGA53360,16,3,0,136,80,21,21,0,0,125,91,10,10,0,0,106,54,15,15,0,5,90,38,0,4,0,0,42,6,0,3,4,0,20,3,0,0,0,0,6,0,0,3,0,0,5,793,94,80,9,13,1000
LGA53430,179,42,18,2653,2239,280,220,44,16,2803,2064,243,236,43,22,2611,1868,224,236,23,26,2385,1195,145,189,39,16,1586,603,89,123,32,9,854,134,42,55,24,4,266,58,20,25,11,10,127,21330,1666,1811,326,199,25331
LGA53570,28,0,0,170,134,26,24,6,10,210,126,22,33,8,3,197,106,20,36,21,3,185,82,19,46,14,3,163,29,8,26,29,0,86,20,7,15,19,3,64,9,8,22,11,3,49,1313,161,264,140,31,1912
LGA53640,12,3,0,72,34,14,11,6,0,74,31,10,15,7,0,59,26,15,20,3,0,62,29,8,19,10,3,69,7,6,9,5,0,34,3,4,4,8,0,20,0,0,0,0,0,7,372,95,106,50,20,645
LGA53710,11,5,0,34,18,4,3,6,3,33,23,3,9,3,0,42,22,0,8,7,0,45,25,4,9,3,0,40,11,7,3,3,0,22,3,3,0,4,0,9,4,0,3,5,0,17,202,47,64,43,5,356
LGA53780,281,57,24,2622,2087,241,294,49,23,2696,1807,220,281,51,26,2389,1575,204,257,34,20,2091,1226,147,227,35,11,1651,486,97,125,29,14,753,143,30,49,30,3,254,42,17,22,15,4,102,19649,1722,2314,434,230,24345
LGA53800,149,31,7,1861,1687,142,141,49,21,2035,1524,139,160,49,24,1908,1281,141,155,38,24,1648,854,84,146,41,12,1135,290,57,57,41,7,449,73,30,38,24,7,168,26,24,15,12,7,78,14032,967,1125,361,162,16650
LGA53920,0,0,0,29,36,4,3,0,0,36,34,3,0,0,0,35,24,0,0,0,0,26,9,0,0,0,0,12,8,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,283,8,10,0,0,298
LGA53990,59,23,9,741,663,45,97,14,5,827,642,44,82,26,9,801,512,56,81,27,3,671,304,29,62,37,5,445,96,19,47,29,3,197,27,6,33,18,0,83,14,3,13,18,0,49,5403,312,623,217,72,6627
LGA54060,9,0,3,117,95,12,7,0,0,121,103,13,9,6,3,137,66,12,22,7,3,111,52,14,17,7,0,87,18,6,8,8,0,37,5,3,3,7,0,18,3,4,0,7,0,12,772,92,112,46,15,1037
LGA54130,9,8,0,52,29,12,18,7,0,63,36,4,26,10,4,80,42,7,25,9,0,85,17,8,20,9,0,50,9,0,18,6,0,31,9,0,5,0,0,13,0,0,7,8,3,15,286,62,151,70,17,583
LGA54170,552,66,36,4682,3849,509,611,71,31,5073,3579,487,576,83,33,4758,3081,416,568,79,29,4170,1988,320,458,69,29,2863,765,176,255,61,20,1271,215,56,89,29,13,398,74,27,31,17,8,156,37471,3155,4370,666,349,46015
LGA54200,181,16,5,1551,1262,167,190,30,11,1663,1144,153,177,28,16,1516,1020,149,182,22,15,1394,715,117,140,38,14,1017,290,71,96,34,3,497,95,24,50,15,3,191,43,9,32,13,4,97,11505,1124,1436,268,116,14453
LGA54280,77,15,4,1541,1307,113,88,12,11,1531,1201,103,80,17,15,1415,979,82,78,11,14,1162,599,58,50,23,11,736,192,30,29,10,10,270,57,11,5,5,6,86,21,5,0,9,3,35,12003,653,563,144,133,13484
LGA54310,43,9,11,1367,1148,51,41,9,11,1263,968,53,38,14,14,1082,755,35,30,3,9,837,386,16,25,11,7,449,135,8,16,3,3,173,30,8,3,3,0,45,20,3,0,3,0,24,9762,352,341,90,93,10634
LGA54340,26,4,0,159,135,10,11,3,0,166,187,23,18,5,3,237,147,12,20,8,4,193,99,13,21,4,3,145,31,9,7,5,0,54,13,7,11,5,0,34,3,3,4,8,0,14,1473,96,163,60,21,1825
LGA54410,11,0,0,35,33,11,7,3,3,60,34,0,12,5,0,52,37,0,11,3,0,52,22,4,6,0,0,35,4,6,7,8,0,23,4,0,7,3,0,17,0,0,3,0,0,6,287,23,78,30,11,429
LGA54480,5,0,0,27,18,7,7,3,0,31,13,0,15,3,0,34,6,7,9,5,0,22,9,3,9,10,0,27,3,0,5,7,0,17,0,0,0,7,0,8,0,0,0,6,3,10,109,42,78,45,6,282
LGA54550,20,6,0,74,63,11,21,11,0,115,78,10,36,15,0,137,53,9,25,22,3,107,40,10,31,14,0,97,13,3,16,19,0,55,4,9,8,11,0,29,0,0,8,18,0,29,505,93,211,132,9,946
LGA54620,11,5,0,94,44,9,13,5,0,68,42,9,6,5,0,67,41,18,12,5,0,74,29,9,7,4,0,49,14,5,5,3,0,31,6,9,0,3,0,19,3,3,0,14,0,23,473,83,72,53,11,696
LGA54690,4,0,0,25,5,0,5,0,0,8,14,0,3,0,0,19,9,4,10,0,0,30,12,4,3,0,0,19,4,0,3,3,0,7,0,0,3,0,0,3,0,0,6,3,0,9,94,20,51,10,3,177
LGA54760,12,4,0,38,13,4,16,4,0,37,13,14,17,10,0,53,16,13,14,9,0,42,10,3,17,12,0,41,3,4,8,15,0,27,0,0,10,7,0,15,0,0,0,6,0,6,148,58,104,60,4,384
LGA54830,81,15,7,1649,1468,84,89,15,7,1665,1372,74,69,11,11,1533,1102,59,67,12,11,1253,669,38,52,8,15,783,187,28,23,9,7,259,64,11,7,5,3,91,14,3,3,3,0,31,11646,498,645,122,97,13009
LGA54900,30,4,0,86,46,13,18,3,6,88,45,14,28,8,0,96,41,14,27,12,3,90,25,11,26,8,3,70,18,5,12,5,0,45,3,9,3,6,0,16,0,0,9,9,0,17,395,90,176,95,13,764
LGA54970,7,3,3,293,271,8,6,7,0,283,256,8,8,0,0,269,189,10,7,0,0,209,125,3,4,3,0,135,38,0,3,3,0,45,8,0,3,0,0,9,3,0,0,0,0,0,2138,44,50,21,15,2257
LGA55040,11,0,0,253,245,3,3,0,3,254,187,0,3,0,3,197,161,3,11,0,3,176,85,3,8,0,0,93,22,3,4,0,0,30,10,0,0,0,0,14,0,0,0,0,0,3,1905,27,57,8,17,2020
LGA55110,228,44,18,2323,1892,199,251,31,26,2401,1846,208,289,52,26,2419,1467,186,224,42,15,1933,997,138,217,39,15,1405,381,72,116,32,14,622,97,30,42,20,7,199,56,20,24,15,5,123,17419,1309,1952,364,206,21254
LGA55180,42,21,5,418,360,37,56,23,9,484,398,37,85,21,6,551,352,50,71,28,12,511,233,34,68,25,13,374,89,22,40,29,15,202,37,16,33,21,3,100,18,0,19,30,3,67,3018,307,478,233,86,4125
LGA55250,0,0,0,116,115,0,0,0,0,115,111,3,4,0,0,122,80,4,5,0,0,89,44,3,3,0,0,52,12,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,981,13,20,5,6,1030
LGA55320,343,36,23,4078,3440,383,343,77,32,4268,3302,393,359,50,23,4129,2848,370,348,57,27,3654,1856,289,287,64,18,2516,727,185,180,55,13,1156,199,75,69,37,10,393,84,39,49,28,11,204,33857,2649,2694,530,276,40001
LGA55390,0,0,0,66,55,0,3,0,0,54,49,0,3,0,0,52,36,0,0,0,0,36,25,0,0,0,0,26,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,510,5,10,3,3,530
LGA55460,19,3,3,150,114,18,18,5,0,159,114,18,23,10,3,166,143,9,18,4,0,173,66,14,14,3,0,100,32,7,10,4,0,57,7,4,5,8,0,33,4,4,5,6,0,23,1144,116,135,66,13,1481
LGA55530,0,0,0,22,9,0,3,0,0,14,10,0,7,0,0,19,14,0,8,0,0,17,4,3,0,0,0,12,3,0,3,0,0,11,3,0,0,4,0,7,0,0,0,0,0,3,118,20,24,3,0,172
LGA55600,25,7,0,132,77,6,24,5,0,115,78,21,29,7,0,145,85,21,15,9,0,137,68,11,20,7,4,104,26,12,17,14,0,63,18,0,3,10,3,38,5,0,7,3,0,28,787,112,162,76,19,1157
