LGA_CODE_2016,MaOpD_400_499_H_0,MaOpD_400_499_H_1_15,MaOpD_400_499_H_16_24,MaOpD_400_499_H_25_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40,MaOpD_400_499_H_41_48,MaOpD_400_499_H_49mo,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_15,MaOpD_500_649_H_16_24,MaOpD_500_649_H_25_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40,MaOpD_500_649_H_41_48,MaOpD_500_649_H_49mo,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_15,MaOpD_650_799_H_16_24,MaOpD_650_799_H_25_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40,MaOpD_650_799_H_41_48,MaOpD_650_799_H_49mo,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_15,MaOpD_800_999_H_16_24,MaOpD_800_999_H_25_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40,MaOpD_800_999_H_41_48,MaOpD_800_999_H_49mo,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_15,MaOpD_1000_1249_H_16_24,MaOpD_1000_1249_H_25_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40,MaOpD_1000_1249_H_41_48,MaOpD_1000_1249_H_49mo,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_15,MaOpD_1250_1499_H_16_24,MaOpD_1250_1499_H_25_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40,MaOpD_1250_1499_H_41_48,MaOpD_1250_1499_H_49mo,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_15,MaOpD_1500_1749_H_16_24,MaOpD_1500_1749_H_25_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40,MaOpD_1500_1749_H_41_48,MaOpD_1500_1749_H_49mo,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_15,MaOpD_1750_1999_H_16_24,MaOpD_1750_1999_H_25_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40,MaOpD_1750_1999_H_41_48,MaOpD_1750_1999_H_49mo,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_15,MaOpD_2000_2999_H_16_24,MaOpD_2000_2999_H_25_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40,MaOpD_2000_2999_H_41_48,MaOpD_2000_2999_H_49mo,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000mo_H_0,MaOpD_3000mo_H_1_15,MaOpD_3000mo_H_16_24,MaOpD_3000mo_H_25_34,MaOpD_3000mo_H_35_39,MaOpD_3000mo_H_40,MaOpD_3000mo_H_41_48,MaOpD_3000mo_H_49mo,MaOpD_3000mo_H_NS,MaOpD_3000mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_15,MaOpD_PINS_H_16_24,MaOpD_PINS_H_25_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40,MaOpD_PINS_H_41_48,MaOpD_PINS_H_49mo,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_15,MaOpD_Tot_H_16_24,MaOpD_Tot_H_25_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40,MaOpD_Tot_H_41_48,MaOpD_Tot_H_49mo,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_15,Lab_NNI_H_16_24,Lab_NNI_H_25_34,Lab_NNI_H_35_39,Lab_NNI_H_40,Lab_NNI_H_41_48,Lab_NNI_H_49mo,Lab_NNI_H_NS,Lab_NNI_H_Tot,Lab_1_149_H_0,Lab_1_149_H_1_15,Lab_1_149_H_16_24,Lab_1_149_H_25_34,Lab_1_149_H_35_39,Lab_1_149_H_40,Lab_1_149_H_41_48,Lab_1_149_H_49mo,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_15,Lab_150_299_H_16_24,Lab_150_299_H_25_34,Lab_150_299_H_35_39,Lab_150_299_H_40,Lab_150_299_H_41_48,Lab_150_299_H_49mo,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_15,Lab_300_399_H_16_24,Lab_300_399_H_25_34,Lab_300_399_H_35_39,Lab_300_399_H_40,Lab_300_399_H_41_48,Lab_300_399_H_49mo,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_15,Lab_400_499_H_16_24,Lab_400_499_H_25_34,Lab_400_499_H_35_39,Lab_400_499_H_40,Lab_400_499_H_41_48,Lab_400_499_H_49mo,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_15,Lab_500_649_H_16_24,Lab_500_649_H_25_34,Lab_500_649_H_35_39,Lab_500_649_H_40,Lab_500_649_H_41_48,Lab_500_649_H_49mo,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_15,Lab_650_799_H_16_24,Lab_650_799_H_25_34,Lab_650_799_H_35_39,Lab_650_799_H_40,Lab_650_799_H_41_48,Lab_650_799_H_49mo,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_15,Lab_800_999_H_16_24,Lab_800_999_H_25_34,Lab_800_999_H_35_39,Lab_800_999_H_40,Lab_800_999_H_41_48,Lab_800_999_H_49mo,Lab_800_999_H_NS,Lab_800_999_H_Tot
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,15,0,0,5,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,6,0,3,0,3,0,0,0,17,0,3,0,0,3,3,0,8,0,18,0,0,0,0,3,6,0,0,0,11
LGA35800,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,5,4,8,0,27,0,0,0,0,0,3,3,3,0,12,0,0,0,0,3,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,23,8,35,0,79,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,6,3,3,0,0,0,0,0,10,0,0,3,5,6,0,0,3,0,18,0,0,0,0,3,4,3,17,0,30,0,0,0,0,9,3,0,9,0,19
LGA36070,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,7,3,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,4,0,0,0,14
LGA36250,0,16,32,27,7,6,4,6,0,88,4,24,14,21,24,12,7,14,0,126,8,5,18,53,99,54,29,21,3,283,7,6,14,53,128,82,56,65,5,404,11,5,4,24,71,73,59,86,3,332,3,0,7,5,16,25,41,76,3,185,0,0,0,0,5,19,22,77,5,132,0,0,0,0,5,11,4,31,0,55,3,0,0,0,4,9,5,29,0,54,0,0,0,0,3,0,5,6,0,16,0,0,3,0,5,4,3,6,8,37,51,186,128,203,382,304,232,417,40,1943,7,15,4,5,0,0,0,5,0,31,18,413,31,11,0,3,3,3,6,489,13,256,76,33,5,0,0,4,10,393,10,157,143,45,12,11,8,10,6,394,21,118,150,79,18,10,0,3,3,401,10,84,122,189,94,44,9,20,4,580,19,37,63,186,259,104,29,30,13,737,18,18,41,91,266,158,73,59,19,738
LGA36300,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,3,0,13,0,0,0,3,4,4,0,3,0,15,0,0,0,3,3,3,0,0,0,11,0,0,0,0,3,0,4,8,0,15,0,0,0,0,0,0,7,3,0,9,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,12,10,6,19,3,73,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,13,0,0,0,0,4,0,0,5,0,17,0,0,0,3,0,3,0,10,0,16,0,0,3,0,4,6,0,3,0,21
LGA36370,3,8,20,12,3,3,8,3,0,65,0,15,22,40,30,13,13,15,3,158,11,11,17,49,106,65,20,25,6,315,13,8,8,24,155,94,59,57,8,431,18,4,3,17,112,102,89,112,5,465,9,7,8,7,50,48,54,99,3,281,6,0,3,3,22,17,37,86,3,186,7,4,0,4,28,25,16,75,0,167,14,3,0,3,65,72,35,78,3,275,3,0,0,0,6,6,3,9,0,32,0,4,4,0,13,7,0,0,3,33,102,107,122,172,597,460,336,581,41,2522,3,12,5,3,4,4,0,7,3,38,19,256,26,3,0,3,0,3,8,312,17,174,61,23,3,3,0,7,5,300,3,95,95,32,7,6,0,0,6,258,20,75,124,86,20,9,3,9,4,351,15,58,80,157,81,43,14,30,13,477,16,52,43,128,281,133,34,47,11,748,25,42,24,62,268,146,59,44,9,675
LGA36510,0,11,18,3,3,0,0,7,0,39,0,4,17,14,5,10,3,5,0,63,3,5,8,5,17,12,8,15,3,83,3,4,0,13,37,34,14,31,4,134,5,0,3,9,31,28,24,63,5,174,3,0,0,0,16,13,13,36,0,81,0,0,0,5,3,6,4,16,0,40,0,0,0,0,8,4,3,11,0,27,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,9,0,12,0,0,0,0,3,5,0,5,5,21,18,52,62,49,128,118,75,211,25,731,0,14,3,0,0,0,0,5,0,24,7,133,4,3,3,0,0,3,3,161,4,79,32,9,5,3,3,8,9,152,3,57,46,37,3,5,3,3,9,162,3,32,42,30,17,9,0,12,3,150,3,35,52,75,47,26,5,23,8,269,5,22,22,78,82,61,27,31,0,327,0,13,10,30,69,68,36,44,0,269
LGA36580,0,3,10,3,3,0,0,0,0,16,0,3,10,3,3,3,3,6,0,33,3,3,0,9,17,12,5,11,3,70,6,4,3,15,17,27,24,21,0,110,3,0,0,4,8,19,18,65,3,119,0,0,0,0,3,7,6,32,3,59,0,0,0,0,8,4,6,20,0,41,0,0,0,0,5,0,0,10,0,17,0,0,0,0,0,0,4,5,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,3,0,9,23,25,39,35,61,75,78,178,15,522,0,4,0,4,0,0,0,0,4,19,4,34,5,5,0,3,0,3,3,57,3,45,7,7,0,0,0,0,3,69,3,35,18,5,0,8,0,0,0,76,0,19,26,23,7,7,0,0,4,79,8,22,26,55,24,8,11,12,3,179,5,10,12,49,52,64,31,16,5,249,8,12,4,26,56,70,38,38,9,259
LGA36630,3,9,13,9,4,3,0,10,0,46,8,9,12,15,11,5,3,8,0,72,0,3,9,15,36,21,15,12,0,105,5,5,7,10,37,36,22,23,0,142,0,5,4,6,30,19,24,37,0,119,0,0,0,4,11,9,13,34,0,73,0,0,0,0,3,3,12,34,0,52,0,0,0,0,4,0,3,26,0,39,7,0,0,3,10,4,14,87,0,130,0,0,0,0,0,0,4,6,0,12,0,0,0,4,3,0,0,4,4,17,33,50,58,70,150,105,111,281,13,870,3,7,0,0,3,0,0,3,4,21,9,73,4,5,0,0,0,3,3,101,7,49,12,6,7,5,0,6,8,95,4,59,24,12,20,3,0,0,0,127,5,41,37,36,10,10,0,6,4,148,8,38,57,64,37,18,3,6,0,233,4,14,29,77,127,50,20,18,9,348,19,8,12,34,123,76,45,22,0,332
LGA36660,0,8,18,8,3,0,0,11,0,49,0,14,21,23,9,7,3,7,0,90,7,3,10,21,51,30,11,18,0,156,9,6,6,10,86,49,34,36,3,245,5,0,0,5,53,33,29,72,3,209,6,0,0,0,4,12,14,57,3,99,4,3,0,0,5,11,0,31,0,56,4,0,0,0,4,0,0,28,4,42,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,5,0,8,4,27,50,69,72,86,228,150,101,291,26,1055,0,9,3,3,0,7,3,3,0,24,5,135,7,3,5,0,0,3,3,172,8,91,18,15,9,3,3,9,10,160,0,71,44,34,13,10,3,3,3,180,6,52,55,50,15,11,0,4,8,200,17,40,58,90,53,49,13,13,9,343,12,19,19,88,155,123,40,29,10,488,4,17,12,26,123,130,67,43,5,429
LGA36720,9,58,99,59,19,26,6,15,4,293,14,39,94,146,79,50,24,26,11,481,17,18,51,144,250,122,61,71,7,742,30,25,31,93,292,208,121,159,14,970,27,22,14,46,190,159,157,303,13,928,20,9,8,20,42,87,107,294,10,590,13,4,4,11,32,32,77,249,14,436,19,0,6,4,21,30,63,214,4,362,34,3,6,12,26,31,76,307,8,505,11,4,3,6,9,9,17,94,7,154,3,10,3,8,14,16,14,28,13,112,214,410,417,579,989,772,725,1781,116,6007,9,44,9,9,10,7,0,10,9,102,47,863,59,21,4,8,0,10,15,1034,40,558,194,73,21,20,8,14,19,939,19,386,326,129,41,27,12,11,17,974,40,268,368,253,65,62,11,24,11,1098,32,219,312,484,235,117,53,71,28,1563,28,110,140,440,467,255,93,95,29,1665,28,54,58,198,453,279,177,150,23,1420
LGA36820,0,10,9,3,6,0,0,3,0,29,3,8,4,17,3,3,0,4,0,50,3,7,0,17,26,17,6,10,0,84,8,5,3,12,22,25,20,18,0,117,3,4,0,9,4,14,10,33,0,87,0,3,0,4,4,4,6,12,0,40,0,3,0,0,0,0,7,16,0,24,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,15,20,53,30,65,67,73,57,129,11,511,0,9,0,0,0,0,0,0,0,20,0,72,8,0,0,0,0,3,3,88,3,46,22,8,4,0,0,3,0,92,4,41,33,18,9,0,0,6,3,112,4,24,32,37,11,10,6,5,6,131,6,19,34,62,33,24,7,9,7,206,8,19,10,47,98,37,28,17,8,271,3,3,12,21,56,37,31,25,3,197
LGA36910,3,27,34,27,13,9,7,15,3,129,11,39,34,77,38,25,16,30,8,265,11,12,31,95,231,121,59,72,6,634,21,17,13,64,250,199,129,149,21,857,35,13,4,31,155,137,160,273,12,810,20,3,6,7,69,75,75,246,8,512,21,4,3,5,26,41,38,246,8,398,26,7,0,7,20,29,40,153,4,290,34,0,3,0,20,36,42,189,0,322,7,0,0,4,0,3,0,46,5,73,3,0,4,3,10,10,8,16,13,70,206,200,190,340,833,703,576,1452,88,4592,7,26,3,3,5,4,0,3,0,58,37,481,41,12,11,4,0,3,15,606,18,308,113,43,12,5,8,5,13,527,19,241,167,62,18,17,5,8,9,547,16,154,214,122,50,25,10,15,15,620,29,126,170,325,226,82,34,48,18,1062,42,73,88,266,529,222,92,88,19,1419,28,31,36,123,606,282,144,156,20,1438
LGA36950,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,0,4,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13,3,7,8,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,3,0,0,3,0,7,16,0,3,0,0,0,0,0,0,0,7,0,3,3,3,0,3,0,0,0,10,3,3,0,6,0,5,0,8,5,29,0,4,0,4,3,4,3,3,0,25,0,3,3,0,0,5,0,0,0,18
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,3,0,0,3,0,0,20,0,3,0,0,0,0,0,0,0,10,0,5,5,7,3,4,0,0,0,22,0,5,5,4,5,3,0,0,0,30,0,3,0,4,7,12,0,3,0,30,0,0,0,0,4,0,0,5,0,15
LGA37010,4,39,60,48,17,3,11,18,3,198,12,36,40,90,62,43,27,41,10,361,19,21,40,110,247,123,56,66,16,701,26,19,19,74,382,204,135,138,11,1012,29,11,22,39,224,239,201,209,13,986,20,4,8,16,88,140,160,218,10,664,11,10,3,16,38,64,91,170,4,394,6,3,5,9,30,55,58,105,3,264,12,3,7,4,49,43,49,119,9,296,0,0,0,0,3,8,4,18,4,40,3,4,4,6,11,13,12,21,12,86,173,310,273,455,1163,944,811,1140,104,5364,8,26,10,9,11,5,7,7,5,76,42,625,27,7,3,4,4,7,9,723,31,348,114,36,19,9,0,11,17,585,12,241,176,78,18,13,4,7,18,579,23,191,247,166,40,23,10,11,8,721,25,137,176,352,162,75,21,32,22,995,39,66,85,256,458,147,66,59,16,1196,31,35,54,114,414,233,126,97,14,1121
LGA37300,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,4,3,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,10,17,40,3,77,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,4,0,0,4,8,0,0,0,0,0,13,0,0,0,3,7,3,0,0,0,17,0,0,0,10,0,7,0,0,0,15,0,0,0,0,0,8,4,0,0,15
LGA37310,0,8,10,4,4,4,0,5,0,34,7,10,10,8,3,11,5,15,6,72,6,3,3,18,45,16,17,29,3,146,8,6,13,14,46,38,41,53,0,224,11,3,4,11,56,33,52,97,3,263,9,0,0,8,8,24,26,113,0,197,5,3,3,0,7,18,15,111,0,173,11,3,3,9,8,8,18,133,4,189,18,4,3,3,12,5,23,174,0,242,3,0,0,0,0,0,3,55,3,66,3,0,0,3,3,3,0,6,6,30,89,73,56,84,192,164,203,818,33,1715,0,3,0,3,0,0,0,3,0,18,0,98,12,3,0,0,0,3,4,128,6,86,24,7,3,3,0,12,0,146,0,64,36,26,3,4,3,13,10,159,3,38,38,35,9,14,3,18,7,156,5,38,38,49,33,19,10,33,10,227,8,18,15,45,47,46,22,47,8,257,6,3,6,25,72,74,45,86,3,315
LGA37340,3,6,14,8,0,3,4,13,5,52,0,4,11,12,15,13,7,8,0,75,4,4,9,27,38,18,9,18,3,135,7,3,9,13,55,54,25,43,0,214,11,0,3,5,32,32,28,76,3,195,4,3,0,8,15,25,20,79,5,163,9,0,4,8,11,16,23,78,0,144,14,0,4,0,7,6,17,55,0,97,11,3,5,4,24,47,42,124,5,261,0,0,0,0,6,5,7,12,3,29,0,0,0,0,10,7,3,7,3,28,72,58,63,95,215,230,186,533,29,1485,3,10,0,6,3,3,0,4,6,36,4,89,3,0,3,0,0,3,0,107,5,42,29,24,6,5,3,3,0,119,5,38,47,26,17,12,6,8,0,159,11,45,42,71,9,13,7,13,3,211,6,42,41,86,68,59,36,36,10,385,11,11,28,80,136,70,56,64,4,463,3,17,13,36,87,123,77,88,3,456
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,3,0,4,0,0,0,0,3,3,0,3,0,13,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,12,0,23,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,3,7,0,18,0,22,3,0,0,0,4,3,0,17,0,24,0,0,0,0,0,0,0,8,0,6
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,8,0,9,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3
LGA39090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,16,85,110,87,34,52,25,67,14,485,23,58,122,132,81,99,41,143,18,719,34,52,86,157,161,142,85,263,25,1000,48,34,55,133,186,237,143,333,26,1188,42,24,35,119,156,278,193,536,42,1433,40,16,25,42,58,152,135,466,25,963,44,15,15,28,42,91,79,419,10,739,34,6,13,13,22,46,65,341,5,559,59,17,10,17,17,38,60,471,4,688,32,6,3,5,7,14,16,134,3,217,8,10,15,17,22,26,13,51,37,201,429,570,640,845,815,1231,878,3333,234,8990,23,57,19,27,16,8,4,25,11,190,66,543,55,31,6,8,3,6,19,744,75,899,234,107,24,35,9,25,31,1446,84,746,473,220,70,56,25,52,31,1755,76,572,591,348,110,126,29,75,39,1963,87,499,626,687,305,232,67,159,54,2723,92,276,329,675,534,432,193,246,50,2830,86,179,255,496,611,649,276,419,45,3031
