LGA_CODE_2016,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000mo_A_15_19,Lab_3000mo_A_20_24,Lab_3000mo_A_25_34,Lab_3000mo_A_35_44,Lab_3000mo_A_45_54,Lab_3000mo_A_55_64,Lab_3000mo_A_65_74,Lab_3000mo_A_75ov,Lab_3000mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34
LGA22830,110,280,357,478,436,113,19,1813,15,0,3,0,5,10,0,0,34,186,16,6,8,13,17,6,0,246,52,40,25,17,33,27,3,0,203,20,38,38,33,32,39,18,0,225,24,41,47,53,62,57,20,3,306,14,50,93,91,108,84,31,0,476,11,72,149,93,105,105,10,3,549,6,53,100,69,117,89,21,5,467,4,16,83,63,111,65,21,0,368,0,11,34,33,41,35,7,0,168,0,4,19,29,31,20,5,0,109,0,0,11,16,17,4,0,0,51,0,0,3,5,6,0,0,0,25,0,0,0,3,3,0,3,0,12,7,3,5,12,8,16,5,0,64,343,342,626,527,690,582,151,17,3280,3,0,4,3,9,4,0,0,27,5,3,0,0,4,3,0,0,20,5,4,3,0,0,0,0,0,19,0,5,4,3,6,3,4,7,25,0,0,3,8,0,3,8,3,29,0,4,7
LGA22910,9,20,22,55,52,11,0,181,5,0,0,0,0,0,0,0,6,28,3,0,3,7,3,3,0,50,12,6,7,12,8,18,4,0,74,3,10,15,14,14,14,12,0,82,0,8,7,21,14,9,3,0,68,0,18,15,9,23,18,3,0,89,0,7,19,21,14,23,3,0,83,0,5,9,15,22,12,3,0,63,0,3,10,11,10,7,3,0,39,0,3,3,4,5,3,0,0,16,0,0,3,0,0,3,0,0,9,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,3,0,0,3,0,0,8,55,65,86,102,124,127,32,8,595,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0
LGA22980,5,23,24,38,46,11,0,151,0,0,0,0,0,0,3,0,4,13,3,3,0,0,3,0,0,25,0,0,0,0,0,9,0,0,14,4,6,0,0,0,10,0,0,21,4,0,3,0,5,3,0,0,14,3,5,6,5,10,10,7,4,47,6,17,31,23,23,15,0,0,104,3,10,9,15,12,17,0,0,75,3,0,3,3,3,5,0,0,19,0,0,0,0,0,3,0,0,8,0,3,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,43,48,58,55,58,73,13,5,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA23110,295,1024,1159,1357,1002,141,12,5029,7,4,3,3,8,3,0,0,25,172,25,10,14,5,11,3,0,242,53,55,30,20,27,29,7,0,217,23,37,47,31,39,32,15,0,214,18,36,44,28,45,45,10,3,226,17,42,76,59,78,75,16,3,369,19,60,152,119,125,93,19,0,590,9,70,149,174,171,97,15,0,687,3,26,119,175,180,106,16,3,625,0,4,54,121,126,81,3,0,389,0,8,33,65,69,51,7,0,238,0,0,26,39,39,26,5,0,133,0,4,25,31,32,24,0,0,117,0,0,3,0,3,3,0,0,8,3,3,9,12,18,10,3,0,52,310,380,792,889,953,686,109,16,4141,4,3,3,3,5,4,0,0,20,9,0,0,0,0,0,0,0,13,0,4,5,3,0,4,6,0,26,3,7,8,6,4,0,0,3,31,3,3,8,3,4,5,0,0,33,5,5,11
LGA23190,26,67,96,125,101,30,3,445,7,0,0,0,3,0,0,0,7,95,3,3,7,8,10,0,0,128,26,13,11,11,10,17,3,3,93,15,12,14,8,14,13,5,0,85,9,12,14,14,22,25,12,0,106,4,18,17,27,25,39,8,3,137,4,24,36,25,23,22,11,0,146,0,11,31,15,27,24,6,0,119,0,8,14,9,8,20,0,0,66,0,0,4,3,5,4,0,0,20,0,0,3,3,8,3,0,0,15,0,0,0,0,4,0,0,0,9,0,0,3,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,8,0,3,3,0,19,156,106,152,128,165,185,49,10,956,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,0,0,12,0,3,0,0,0,0,0,3,4,0,0,3
LGA23270,918,2787,2791,3197,2138,345,13,12316,17,9,16,15,6,8,3,0,70,375,59,23,27,28,25,5,0,548,146,121,86,68,73,62,16,3,580,59,127,131,106,93,73,17,6,619,24,149,183,109,113,122,23,3,738,46,177,286,225,286,192,56,5,1273,40,195,472,399,435,320,51,8,1908,26,171,481,433,468,289,38,4,1917,7,73,287,296,349,222,20,0,1262,3,26,126,153,172,99,14,0,595,0,12,85,87,68,51,13,0,312,0,4,54,38,48,22,4,0,164,0,4,40,29,34,21,4,4,136,0,0,6,11,16,6,0,0,48,13,25,38,26,39,36,9,0,189,774,1168,2316,2015,2222,1546,276,40,10359,11,9,11,15,19,7,6,0,75,30,9,4,9,6,5,0,0,65,12,7,15,5,5,9,6,0,60,3,14,16,14,10,10,5,5,80,3,14,17,12,18,6,9,3,84,6,23,32
LGA23350,9,31,51,102,79,14,3,301,6,0,0,0,0,3,0,0,8,35,0,0,3,5,6,0,0,50,7,10,3,5,11,16,8,0,51,3,3,3,8,10,20,3,0,46,4,3,5,6,16,16,5,0,59,0,6,18,14,15,23,7,0,77,0,16,9,14,17,23,9,0,88,0,11,19,12,30,25,3,0,97,0,3,21,32,33,33,4,0,129,0,0,19,22,31,21,3,0,104,0,0,9,14,24,11,0,0,62,0,0,3,10,10,9,4,0,30,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,3,3,10,0,0,15,58,51,108,144,217,211,38,4,836,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0
LGA23430,415,1253,1326,1729,1282,257,18,6381,16,8,12,6,12,4,0,0,62,394,67,34,24,29,20,7,0,578,109,120,78,65,43,53,19,4,505,43,111,85,41,75,64,32,3,454,30,113,106,77,95,78,37,4,538,23,144,189,168,206,158,45,12,944,25,157,349,281,355,280,55,4,1508,17,102,299,245,311,232,40,3,1253,3,37,147,168,216,159,39,0,756,0,8,80,83,87,61,4,0,323,0,9,37,48,55,31,0,0,177,0,5,14,34,34,17,3,0,103,0,3,18,28,38,10,4,0,101,0,0,0,9,13,9,0,0,23,20,18,11,24,28,19,5,0,120,683,896,1451,1295,1584,1197,303,34,7438,3,3,13,14,4,9,0,0,44,19,12,4,6,4,3,0,0,41,3,16,11,5,6,5,3,0,52,0,8,11,13,4,6,4,4,55,0,5,9,13,15,7,4,6,53,0,12,21
LGA23670,372,922,1165,1485,1194,219,17,5465,30,6,3,10,6,3,0,0,64,428,73,23,21,36,26,6,3,624,150,130,49,48,64,79,19,0,526,48,96,71,60,65,90,23,8,456,32,105,84,59,110,95,37,6,527,33,112,155,124,174,187,59,8,852,23,126,255,214,299,210,40,3,1182,12,89,248,201,236,187,29,3,1003,4,34,151,147,170,138,20,0,660,0,9,62,61,79,48,11,3,269,0,0,30,42,36,30,4,0,143,0,3,16,23,20,21,3,0,85,0,3,17,19,15,10,0,0,76,0,3,4,8,4,3,3,0,19,16,3,16,23,21,14,3,0,98,766,798,1170,1068,1330,1134,258,43,6574,3,4,11,7,5,5,4,3,44,21,5,3,0,9,5,3,0,53,3,8,6,5,12,7,5,0,44,0,16,7,14,9,9,0,3,59,3,7,9,10,7,13,7,6,67,3,9,16
LGA23810,85,371,422,569,502,85,8,2068,15,3,3,5,9,6,0,0,43,197,11,13,7,18,20,0,0,270,49,28,29,30,32,52,17,0,237,30,34,26,46,53,43,16,0,228,10,35,40,42,65,49,19,3,256,7,45,61,57,78,63,21,6,346,3,32,74,77,73,68,16,0,338,0,29,51,55,56,51,8,0,250,0,8,42,47,52,38,7,0,199,0,3,30,30,28,17,4,0,112,0,8,22,29,25,26,5,0,116,0,0,14,25,24,20,5,0,81,0,3,17,39,26,25,3,0,110,0,0,9,3,3,7,0,0,30,8,4,4,9,5,13,3,0,54,331,235,429,488,546,503,123,16,2661,5,3,3,3,3,3,0,0,28,10,3,0,0,0,0,0,0,18,5,4,3,0,6,3,5,0,25,3,3,3,5,3,3,4,0,24,3,3,3,6,3,5,0,0,29,3,0,10
LGA23940,10,23,30,52,71,19,0,209,0,0,0,0,0,0,0,0,4,21,4,0,0,4,3,0,0,30,3,3,7,0,3,4,4,0,20,0,8,0,0,3,3,3,3,24,3,0,7,5,7,3,7,0,28,0,4,9,15,11,12,3,0,58,5,8,21,23,18,17,3,0,92,0,4,18,12,20,11,0,0,70,0,0,9,8,3,15,4,0,38,0,0,5,0,3,3,0,0,16,0,0,3,0,3,3,0,0,8,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,7,36,33,76,76,80,74,22,4,403,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0
LGA24130,35,79,104,152,129,57,0,570,7,3,0,3,0,3,3,0,22,156,14,12,4,9,7,4,0,205,36,22,13,17,18,27,0,3,142,12,24,16,22,30,25,6,3,129,18,22,23,10,31,20,7,0,134,9,30,48,19,37,42,7,0,199,7,51,57,27,44,33,16,0,230,7,23,39,26,39,26,13,0,170,0,17,45,41,29,17,7,0,148,0,0,9,7,11,10,3,0,45,0,3,8,9,10,0,0,0,36,0,0,0,4,3,0,0,0,11,0,0,4,0,0,0,0,0,9,0,3,0,0,0,0,0,0,3,6,4,0,0,5,5,3,0,24,257,211,277,199,268,216,73,11,1513,3,0,0,0,3,0,3,0,10,4,0,0,3,0,0,3,0,11,0,0,0,3,0,3,0,0,11,3,0,0,3,4,3,3,0,22,0,0,3,0,0,4,0,0,6,3,0,3
LGA24210,54,135,176,244,223,63,9,933,5,0,0,0,3,0,0,0,14,213,37,6,3,8,10,9,0,286,67,85,31,14,18,39,9,0,256,9,66,44,32,31,30,16,3,234,14,52,52,32,52,44,10,3,257,8,41,49,30,41,59,20,9,268,0,31,60,58,68,44,19,3,284,0,16,62,28,52,44,15,0,224,0,7,33,20,44,23,8,4,140,0,7,12,22,21,16,3,0,82,0,0,10,14,17,9,5,0,64,0,0,10,10,8,6,0,0,37,0,0,4,15,3,3,0,0,28,0,0,0,8,0,0,0,0,7,3,9,8,7,4,4,0,0,37,328,351,379,297,387,338,116,25,2222,0,4,3,8,7,0,3,0,20,11,3,0,5,0,0,0,0,20,4,8,3,3,4,0,3,0,29,0,0,9,3,8,3,0,0,27,0,6,11,3,5,0,3,0,26,0,0,13
LGA24250,12,7,40,32,40,7,0,143,0,0,0,0,0,3,0,0,4,32,0,3,0,3,3,0,0,42,0,0,3,0,17,9,4,0,37,0,0,3,4,5,5,14,0,33,0,4,3,4,11,15,3,0,43,4,5,15,6,21,14,7,0,63,0,7,6,7,23,10,6,0,54,0,10,10,12,4,12,4,0,47,0,0,5,9,5,3,0,0,31,0,0,0,3,6,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,45,27,50,52,94,87,28,0,387,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0
LGA24330,219,627,625,695,590,124,7,2922,3,6,6,3,5,0,0,0,32,165,18,21,6,14,4,3,0,234,46,80,40,27,35,42,9,0,267,17,64,62,46,54,36,16,0,289,15,58,83,47,56,57,6,3,327,5,76,103,65,84,77,22,0,435,6,52,133,112,102,71,14,3,501,8,34,99,82,123,108,15,0,464,0,20,77,74,56,49,8,0,285,0,5,35,42,31,23,0,0,135,0,4,11,17,17,13,8,0,74,0,3,13,6,13,6,0,0,38,0,0,8,10,15,13,0,0,57,0,0,0,0,3,0,0,0,6,8,10,6,11,15,12,5,0,63,275,425,692,558,623,512,103,12,3206,3,3,3,5,0,3,0,0,18,11,8,4,3,7,3,0,0,28,3,5,14,6,6,6,0,0,39,3,8,9,3,6,5,3,0,41,0,4,3,6,4,5,0,0,36,0,7,15
LGA24410,180,393,506,626,452,94,16,2301,0,8,3,0,0,5,0,0,20,325,33,10,12,12,12,3,0,409,99,81,30,32,28,30,13,3,314,27,68,57,49,38,55,26,4,317,23,64,50,48,68,55,32,3,336,12,70,81,83,119,98,37,6,502,21,84,143,107,171,123,36,3,681,6,71,178,100,174,134,25,0,692,0,21,113,124,128,115,17,0,520,0,7,43,68,62,51,11,0,244,0,3,25,43,31,23,0,0,131,0,0,11,14,17,5,0,0,53,0,0,12,10,9,13,0,0,39,0,0,3,3,3,0,0,0,12,9,7,13,13,34,12,5,3,99,522,511,769,712,901,728,210,21,4372,3,3,0,5,3,3,0,3,18,13,3,3,4,6,0,0,0,29,0,9,0,4,4,0,3,3,29,0,8,4,3,0,3,3,0,22,3,5,3,6,9,10,3,0,36,0,5,12
LGA24600,446,1600,1704,2000,1438,307,24,7603,42,47,36,24,7,8,3,0,179,666,243,93,42,40,48,20,3,1157,294,485,357,116,134,125,49,13,1565,141,565,603,189,189,167,38,16,1899,95,535,928,263,241,227,77,13,2375,55,513,918,425,401,348,93,12,2764,38,303,837,511,526,402,109,11,2724,24,201,651,419,462,372,69,4,2204,6,89,389,299,361,233,53,7,1445,4,32,193,238,187,146,21,0,824,3,17,144,148,140,104,13,0,571,0,22,94,137,142,88,13,0,494,3,14,137,168,191,93,18,0,620,3,7,25,27,40,31,8,4,148,25,56,64,62,67,61,11,0,338,1400,3124,5470,3055,3136,2447,584,79,19285,29,43,60,47,49,25,7,5,274,68,68,48,17,14,5,5,4,235,40,73,64,30,13,16,7,12,264,15,65,93,42,28,25,18,12,297,15,71,100,54,31,39,21,17,346,9,75,172
LGA24650,143,403,476,420,292,49,3,1830,15,0,7,3,3,3,0,0,30,215,11,3,7,11,11,3,0,262,64,51,16,25,30,34,10,0,236,27,48,37,26,28,36,13,0,216,10,36,41,37,38,34,12,3,204,14,44,46,53,64,51,15,3,295,10,30,74,67,79,62,8,3,343,3,36,72,64,69,44,11,0,300,0,18,50,43,44,15,3,0,169,0,5,22,27,21,7,7,0,89,0,6,15,19,15,16,0,0,71,0,0,10,9,6,3,0,0,29,0,0,15,5,4,4,0,0,31,0,0,3,3,0,0,0,0,8,8,6,5,12,9,3,3,0,51,371,296,421,402,423,317,89,13,2335,5,3,3,5,5,0,0,0,19,6,0,0,3,3,3,0,0,15,4,3,3,0,5,0,0,0,24,0,4,4,10,8,4,0,0,22,0,3,4,6,3,4,0,0,25,0,10,11
LGA24780,73,243,249,318,307,64,3,1278,6,4,0,3,0,11,3,0,24,116,10,11,3,12,6,3,0,158,54,27,23,20,28,29,7,0,182,11,42,32,17,42,21,17,0,184,9,29,49,39,59,41,28,3,242,11,53,75,52,77,61,10,0,335,10,63,107,58,83,78,18,0,420,6,46,83,64,87,62,10,3,364,3,9,53,39,60,41,5,0,212,3,3,20,27,25,21,5,0,104,0,0,13,15,15,7,0,0,55,0,0,4,3,7,3,0,0,18,0,0,0,4,3,0,0,0,7,0,3,3,0,6,3,0,0,13,11,4,3,3,5,6,6,0,46,242,293,459,353,501,384,112,9,2359,0,0,4,0,0,0,0,0,10,3,0,3,0,3,3,0,0,18,0,0,3,3,3,0,5,0,24,0,0,0,3,7,0,3,4,24,0,3,3,4,0,4,0,4,25,4,3,7
LGA24850,62,109,115,158,149,33,0,653,6,0,3,0,0,3,0,0,17,125,8,13,3,5,13,0,0,166,38,18,9,11,15,23,7,0,132,13,12,25,20,21,26,7,0,126,4,19,15,16,22,16,9,0,105,11,23,35,30,43,30,8,0,176,7,28,29,27,47,31,8,0,174,5,33,45,37,60,27,4,0,211,0,10,35,31,29,28,4,0,135,0,4,7,15,21,17,3,0,75,0,0,6,3,12,9,0,0,38,0,0,0,7,8,0,0,0,13,0,0,3,4,3,8,0,0,17,0,0,3,0,3,0,0,0,7,4,3,3,0,7,4,3,0,27,205,162,233,209,296,239,56,3,1412,5,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,5
LGA24900,40,99,133,187,194,55,4,726,5,0,0,0,5,0,0,0,18,111,0,8,6,7,16,0,0,144,21,5,10,4,10,22,3,3,81,10,10,20,8,24,27,12,3,111,16,12,26,23,28,19,12,0,135,15,32,44,30,49,35,11,3,216,12,62,61,54,57,63,12,3,325,3,31,50,59,54,48,12,0,260,0,18,51,55,52,43,5,0,226,0,6,30,36,39,19,3,0,129,0,7,16,25,18,15,3,0,83,0,0,13,25,13,19,0,0,75,0,0,8,13,4,4,0,0,24,0,0,0,0,3,0,0,3,8,10,5,7,3,18,15,0,0,55,214,189,343,344,385,340,63,15,1896,8,3,3,0,0,0,0,3,20,3,3,0,0,4,3,0,0,14,3,0,3,0,0,3,0,0,7,0,0,0,3,3,0,4,0,18,0,7,0,0,0,3,0,4,13,0,0,3
LGA24970,405,1066,1107,1498,1139,235,22,5544,10,11,7,3,16,4,3,0,49,318,81,38,20,42,26,4,7,529,92,126,83,52,65,69,26,5,521,42,140,126,79,104,109,33,9,633,24,121,121,109,110,117,35,7,641,26,125,175,149,209,168,50,13,913,15,113,251,218,315,200,42,3,1154,4,66,208,203,240,185,34,3,937,3,29,155,160,173,166,12,3,707,0,13,89,72,96,73,10,0,352,0,10,48,71,76,49,8,0,272,0,5,31,43,32,27,0,0,131,0,3,41,37,41,26,3,0,146,0,0,14,11,13,10,3,0,47,11,14,29,22,23,26,6,0,128,538,859,1414,1247,1543,1254,270,42,7159,8,5,10,18,17,7,6,0,71,21,7,9,4,4,3,0,3,57,6,12,13,15,21,13,3,0,72,3,16,21,14,13,8,0,5,83,0,12,21,14,8,9,4,7,86,5,19,23
LGA25060,76,290,287,352,312,85,11,1443,6,3,5,3,3,7,0,0,28,212,29,11,3,9,12,5,0,282,60,47,37,16,31,25,15,7,233,29,65,46,25,31,29,11,4,246,18,50,48,46,43,47,18,3,266,9,56,74,41,72,52,28,3,338,6,40,91,66,63,72,17,0,353,0,29,67,60,75,51,15,3,295,0,17,52,51,46,33,12,0,203,0,6,19,30,25,20,3,0,103,0,0,14,14,19,4,3,0,47,0,0,7,13,11,0,0,0,37,0,0,7,17,10,8,3,0,46,0,0,0,3,0,3,0,0,5,7,6,8,9,7,3,0,0,50,351,355,490,390,437,363,125,19,2535,3,0,3,6,8,0,0,0,25,13,6,0,3,3,0,3,0,26,6,6,7,10,3,0,0,0,30,0,5,3,4,10,4,0,0,26,0,5,8,8,8,5,0,0,33,0,11,6
LGA25150,27,98,121,144,126,33,4,566,0,0,0,0,3,0,0,0,6,66,3,0,7,3,0,3,0,87,27,17,8,10,17,14,0,0,96,8,17,13,9,15,12,3,0,72,0,10,6,12,17,17,4,0,65,3,14,18,14,34,21,3,0,112,0,26,25,25,33,18,3,3,129,0,12,27,26,25,20,4,0,116,0,4,17,15,22,19,6,0,78,0,0,10,5,12,6,3,0,37,0,0,3,4,0,3,0,0,14,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,4,0,3,0,0,0,16,102,103,130,131,198,131,33,10,836,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,3,0,0,0,0,5,3,0,0,6,0,0,3,3,0,0,0,0,12,0,0,0
LGA25250,140,626,497,526,467,115,7,2411,13,0,3,3,5,3,0,0,31,136,35,19,15,18,15,4,0,232,33,53,50,47,51,40,13,0,293,26,77,84,45,58,50,9,5,349,9,57,91,49,68,49,24,3,353,12,58,114,78,96,80,24,5,476,4,69,145,86,119,98,19,0,550,6,38,119,88,94,69,19,0,435,3,16,63,67,56,61,9,3,272,0,7,46,27,33,28,0,0,139,0,6,20,21,23,19,5,0,90,0,0,8,18,16,6,0,0,51,0,0,11,11,10,9,0,0,43,0,0,8,7,0,4,0,0,16,3,6,11,17,3,8,3,0,58,262,414,787,577,665,531,130,25,3383,7,6,5,6,9,3,0,0,31,12,3,0,7,4,3,0,0,23,5,5,7,3,7,7,0,0,38,0,4,8,4,7,0,7,3,39,0,3,9,7,13,0,4,3,36,4,5,14
LGA25340,104,237,325,480,414,120,7,1735,23,4,3,7,8,4,6,0,54,453,30,21,14,19,24,11,0,586,112,76,33,41,62,75,21,3,415,52,85,47,60,68,83,26,3,417,41,77,62,77,95,105,38,10,506,24,104,104,98,174,150,56,11,724,22,112,165,148,191,171,48,3,862,13,70,144,155,223,130,28,3,759,3,33,103,103,120,86,23,0,469,0,10,42,47,53,29,10,0,188,0,3,25,23,39,23,3,0,122,0,3,20,27,24,19,0,0,87,0,0,8,21,19,6,4,0,66,0,3,3,3,8,7,3,3,27,20,8,17,20,16,18,7,3,106,749,628,795,853,1129,921,275,42,5390,3,3,3,4,4,8,0,0,27,25,3,3,7,0,0,0,0,37,6,7,3,8,9,10,0,0,35,0,5,6,3,6,9,5,12,39,5,11,7,7,10,11,7,5,53,0,4,10
