Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"DZN (POW)"
"Counting: Persons Aged 15 Years and Over, Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over, Place of Work"
"210253490",1674,
"210263510",1236,
"210263511",313,
"210273520",5042,
"210273522",418,
"210280001",177,
"210280002",141,
"210283521",344,
"210283523",469,
"210283525",362,
"210293508",109,
"210293509",481,
"210293512",524,
"210300001",1698,
"210300002",280,
"210303526",2413,
"210310001",368,
"210310002",237,
"210313543",1200,
"210323513",886,
"210323514",196,
"210323515",310,
"210330001",246,
"210333516",1004,
"210333518",1014,
"210333519",241,
"210340001",977,
"210340002",344,
"210350001",350,
"210353286",107,
"210353290",757,
"210363274",1065,
"210363275",355,
"210373239",185,
"210373240",894,
"210373241",348,
"210373242",501,
"210373243",627,
"210373244",531,
"210373245",1666,
"210373252",622,
"210383164",530,
"210383165",448,
"210383166",206,
"210383167",526,
"210383169",866,
"210383178",179,
"210383179",1216,
"210383180",420,
"210383181",761,
"210383182",122,
"210383183",893,
"210383185",333,
"210383187",440,
"210383189",531,
"210390001",243,
"210393191",733,
"210393192",1717,
"210393193",935,
"210393194",1467,
"210393195",2515,
"210393196",547,
"210393197",236,
"210393199",187,
"210393200",790,
"210393201",2171,
"210393202",1676,
"210393203",547,
"210393204",1927,
"210393205",389,
"210393206",546,
"210393207",280,
"210393208",761,
"210393209",1501,
"210393210",973,
"210393211",766,
"210393212",195,
"210393213",1941,
"210393214",2063,
"210393215",4082,
"210393216",1158,
"210393217",185,
"210393218",548,
"210403161",359,
"210403162",463,
"210403163",166,
"210403219",402,
"210403222",244,
"210403223",646,
"210403224",2164,
"210403225",810,
"210410001",539,
"210410002",159,
"210413232",1516,
"210413233",347,
"210413234",746,
"210413235",1791,
"210413237",842,
"210420001",406,
"210420002",266,
"210420003",645,
"210420004",316,
"210423236",2121,
"210423248",465,
"210423249",338,
"210423250",342,
"210423251",102,
"210430001",392,
"210430002",521,
"210433186",1128,
"210433188",768,
"210433190",764,
"210433291",1315,
"210433293",383,
"210433294",341,
"210440001",1109,
"210440002",453,
"210450001",555,
"210450002",347,
"210450003",569,
"210450004",303,
"210453151",378,
"210453152",222,
"210453154",982,
"210453156",1250,
"210453158",139,
"210463226",423,
"210463227",254,
"210463228",1310,
"210463229",1782,
"210463230",486,
"210473168",834,
"210473170",325,
"210473171",1077,
"210473172",992,
"210473173",1835,
"210473174",1441,
"210473175",594,
"210473176",630,
"210473177",881,
"210473184",192,
"210473220",1546,
"210473221",156,
"210483259",550,
"210483261",1147,
"210483263",144,
"210483264",521,
"210493270",146,
"210493271",708,
"210493272",245,
"210493273",825,
"210500001",824,
"210500002",1828,
"210500003",603,
"210500004",291,
"210503253",1577,
"210510001",196,
"210513260",242,
"210513265",657,
"210523257",292,
"210523266",1281,
"210530001",1341,
"210530002",460,
"210533267",644,
"210533269",3129,
"210543596",729,
"210543597",991,
"210543598",744,
"210553580",1007,
"210553582",1116,
"210560001",1299,
"210560002",228,
"210563591",1934,
"210563594",443,
"210573577",1285,
"210573578",1932,
"210573583",796,
"210583579",397,
"210583581",1017,
"210593586",2506,
"210593587",298,
"210603584",260,
"210603585",1757,
"210613732",6,
"210623602",462,
"210623603",556,
"210630001",362,
"210630002",92,
"210633574",3730,
"210640001",376,
"210640002",453,
"210653624",1089,
"210653625",487,
"210660001",2728,
"210660002",2650,
"210660003",3500,
"210673627",508,
"210673628",331,
"210673629",1669,
"210683607",360,
"210683608",1195,
"210693630",1187,
"210693631",602,
"210693632",926,
"210693637",773,
"210693638",449,
"210703604",149,
"210703605",376,
"210713633",1165,
"210713634",730,
"210723609",221,
"210723610",465,
"210723635",520,
"210723636",808,
"210730001",518,
"210730002",555,
"210733611",1035,
"210733614",662,
"210733616",1760,
"210740001",1187,
"210740002",1527,
"210740003",857,
"210740004",42,
"210740005",268,
"210740006",216,
"210743613",2053,
"210743615",1904,
"210743617",743,
"210743618",2255,
"210743620",2518,
"210743623",152,
"210753606",1148,
"210760001",976,
"210760002",1058,
"210760003",349,
"210760004",593,
"210760005",707,
"210763726",120,
"210763730",154,
"210773720",487,
"210773723",1081,
"210780001",612,
"210780002",867,
"210780003",158,
"210780004",291,
"210790001",802,
"210790002",705,
"210790003",764,
"210790004",297,
"210790005",1457,
"210790006",718,
"210790007",1590,
"210790008",2644,
"210803651",5,
"210813639",6832,
"210813648",1737,
"210823641",193,
"210823649",805,
"210823650",757,
"210833642",0,
"210843640",1901,
"210843643",635,
"210850001",307,
"210853644",1032,
"210853646",740,
"210863647",791,
"210870001",123,
"210873749",852,
"210873751",1908,
"210883755",59,
"210890001",1396,
"210890002",1083,
"210900001",805,
"210903745",425,
"210903746",275,
"210903747",3749,
"210910001",709,
"210913733",400,
"210913734",1946,
"210923752",33,
"210933736",200,
"210933737",978,
"210933738",241,
"210933739",3767,
"210933740",546,
"210933741",176,
"210933742",458,
"210933743",377,
"210933744",244,
"210943700",1046,
"210943701",1376,
"210943718",1308,
"210943719",221,
"210950001",147,
"210950002",60,
"210953679",1160,
"210953680",456,
"210953681",665,
"210953683",118,
"210953684",1301,
"210953685",252,
"210953686",448,
"210960001",694,
"210960002",136,
"210960003",426,
"210960004",1298,
"210963689",280,
"210963690",261,
"210963691",193,
"210963692",478,
"210963693",1936,
"210963694",189,
"210963695",736,
"210963696",162,
"210963697",418,
"210963699",1144,
"210970001",1011,
"210970002",467,
"210970003",88,
"210973704",1411,
"210973705",869,
"210973708",607,
"210973709",420,
"210973710",641,
"210973711",168,
"210973712",253,
"210973713",284,
"210973714",3637,
"210973715",440,
"210973716",349,
"210983703",406,
"210993658",26,
"211000001",0,
"211003654",1062,
"211003661",159,
"211003664",1352,
"211003665",160,
"211010001",277,
"211010002",292,
"211013657",1218,
"211013659",1544,
"211013660",656,
"211023662",909,
"211023663",245,
"211023666",140,
"211030001",371,
"211030002",1025,
"211033667",578,
"211033668",403,
"211033669",1334,
"211033670",1711,
"211033673",357,
"211033674",335,
"211033675",221,
"211033676",705,
"211043652",823,
"211043653",989,
"211051641",1364,
"211051644",144,
"211051647",326,
"211051648",411,
"211051649",721,
"211051650",1533,
"211051652",418,
"211051653",2381,
"211051654",362,
"211051655",1215,
"211051656",371,
"211051657",1323,
"211051659",796,
"211061636",1031,
"211061637",1107,
"211061638",202,
"211061658",347,
"211071639",181,
"211071640",310,
"211071642",272,
"211071643",154,
"211071645",253,
"211071646",100,
"211071651",185,
"211081664",1103,
"211081665",419,
"211081666",732,
"211081667",463,
"211081669",816,
"211081670",336,
"211081671",2212,
"211081672",240,
"211081673",499,
"211081674",895,
"211091660",287,
"211091662",131,
"211091663",299,
"211091668",294,
"211101759",235,
"211101760",929,
"211101762",2063,
"211101763",90,
"211101764",164,
"211101765",152,
"211101766",180,
"211110001",346,
"211110002",227,
"211110003",544,
"211110004",175,
"211110005",83,
"211111767",639,
"211111768",564,
"211111769",985,
"211111770",398,
"211111772",270,
"211111773",290,
"211111774",318,
"211111775",745,
"211111777",183,
"211111779",194,
"211120001",86,
"211120002",136,
"211120003",599,
"211120004",553,
"211121778",386,
"211121780",530,
"211121781",250,
"211121782",547,
"211121783",633,
"211121784",366,
"211121785",521,
"211130001",637,
"211131490",540,
"211131491",528,
"211131493",431,
"211131494",296,
"211141504",761,
"211141506",1098,
"211141507",720,
"211141508",840,
"211141509",568,
"211141510",977,
"211141511",136,
"211141512",864,
"211141513",1531,
"211141514",229,
"211151484",212,
"211151486",576,
"211151487",364,
"211151488",503,
"211151489",398,
"211151495",494,
"211160001",4072,
"211160002",537,
"211160003",325,
"211161497",546,
"211161498",405,
"211161499",888,
"211161501",1005,
"211161502",476,
"211161503",207,
"211170001",534,
"211170002",2348,
"211170003",1581,
"211170004",821,
"211170005",632,
"211170006",1407,
"211170007",2514,
"211170008",971,
"211171112",1379,
"211171114",1314,
"211171116",447,
"211171118",968,
"211171119",1741,
"211171130",288,
"211180001",4013,
"211180002",2376,
"211180003",8,
"211180004",2869,
"211180005",1830,
"211180006",6091,
"211180007",180,
"211180008",7693,
"211180009",2491,
"211180010",10397,
"211180011",7111,
"211181077",443,
"211181080",10432,
"211190001",1891,
"211190002",934,
"211191099",2927,
"211191100",4158,
"211191101",4072,
"211191103",3558,
"211201133",1455,
"211210001",437,
"211210002",1351,
"211211120",407,
"211211121",778,
"211211122",726,
"211211132",499,
"211211480",400,
"211221001",4572,
"211221002",6894,
"211221003",3070,
"211221004",6085,
"211221005",4654,
"211221006",910,
"211221007",3862,
"211221008",1994,
"211221009",2248,
"211221010",8192,
"211221011",2443,
"211221012",2139,
"211221013",3790,
"211221014",5097,
"211221015",3890,
"211221016",733,
"211221017",2276,
"211221018",1726,
"211221019",5006,
"211221020",7079,
"211221021",3313,
"211221022",5657,
"211221023",3929,
"211221024",6937,
"211221025",2402,
"211221026",1153,
"211221027",2181,
"211221028",2181,
"211221029",6912,
"211221030",7913,
"211221031",2787,
"211221032",1418,
"211221033",1181,
"211221034",2197,
"211221035",812,
"211221036",1247,
"211221037",1807,
"211221038",946,
"211221039",2797,
"211221040",2325,
"211221041",1910,
"211221042",1832,
"211221043",798,
"211221044",6360,
"211221045",2431,
"211221046",8854,
"211221047",1916,
"211221048",353,
"211221049",1192,
"211221050",239,
"211221051",3545,
"211221052",1611,
"211221053",1485,
"211221054",819,
"211221055",820,
"211221056",1518,
"211221057",6990,
"211221058",6474,
"211221059",1703,
"211221060",2329,
"211221061",1975,
"211221062",11551,
"211221063",300,
"211221064",767,
"211221065",1195,
"211221081",1184,
"211221083",6312,
"211221084",2195,
"211221085",5264,
"211221086",471,
"211230001",2057,
"211230002",1178,
"211231082",213,
"211231107",1303,
"211231108",268,
"211231109",2651,
"211231110",818,
"211231124",163,
"211231125",1445,
"211231126",440,
"211231127",1445,
"211231128",1350,
"211231129",804,
"211231482",1174,
"211231483",446,
"211240001",3628,
"211240002",21,
"211241135",550,
"211241136",4860,
"211241137",323,
"211241138",10549,
"211241139",1159,
"211241140",7516,
"211251087",5889,
"211251090",5936,
"211251091",2807,
"211251092",1397,
"211251093",187,
"211260001",432,
"211260002",2537,
"211260003",8387,
"211260004",3284,
"211260005",8813,
"211260006",7392,
"211260007",537,
"211260008",321,
"211260009",714,
"211261068",745,
"211261069",1143,
"211261071",2941,
"211261072",477,
"211261073",1463,
"211261088",260,
"211271104",1684,
"211271105",1748,
"211271106",577,
"211281168",3999,
"211281169",6194,
"211281170",2327,
"211281180",582,
"211281181",563,
"211281182",1456,
"211281183",318,
"211281184",1088,
"211291142",334,
"211291143",562,
"211291144",400,
"211291145",964,
"211301171",92,
"211301175",1021,
"211301177",304,
"211301178",1599,
"211301179",1527,
"211310001",1553,
"211310002",3075,
"211311094",446,
"211311095",4064,
"211311096",4464,
"211311098",1498,
"211311172",1730,
"211311173",1744,
"211311174",888,
"211311176",4329,
"211321185",1326,
"211321186",3805,
"211321187",1183,
"211321188",393,
"211321189",3370,
"211321190",4016,
"211321191",1331,
"211321192",512,
"211321193",3351,
"211321194",806,
"211321195",1609,
"211321196",4283,
"211331141",1392,
"211331151",528,
"211331156",819,
"211331157",1433,
"211331158",1014,
"211331159",3448,
"211331160",317,
"211331161",1406,
"211331162",1004,
"211331163",1777,
"211331164",700,
"211331167",921,
"211341146",165,
"211341147",456,
"211341148",344,
"211341149",360,
"211341150",280,
"211341152",195,
"211341153",210,
"211341154",192,
"211341155",131,
"211341165",136,
"211341166",610,
"211351208",505,
"211351209",602,
"211351210",398,
"211352794",2965,
"211352795",1606,
"211361211",205,
"211361212",165,
"211361213",405,
"211361214",807,
"211361215",1406,
"211361216",660,
"211361217",715,
"211361218",4456,
"211361219",589,
"211361220",861,
"211371197",315,
"211371198",755,
"211371199",707,
"211371200",51,
"211371201",965,
"211371202",6041,
"211371203",1746,
"211371204",533,
"211371205",121,
"211371206",1333,
"211371207",104,
"211381221",456,
"211381222",1290,
"211381223",795,
"211381224",820,
"211381225",573,
"211382796",267,
"211382797",414,
"211391248",2920,
"211391249",1417,
"211391250",875,
"211391251",918,
"211391252",1837,
"211391253",1929,
"211401131",228,
"211401226",711,
"211401227",778,
"211401258",330,
"211411240",687,
"211411241",1752,
"211411242",1334,
"211411243",3156,
"211411244",868,
"211411245",2975,
"211411246",617,
"211411247",234,
"211421228",1662,
"211421229",898,
"211421230",4693,
"211421231",1202,
"211421232",834,
"211421233",805,
"211421234",481,
"211421235",848,
"211421236",726,
"211421237",461,
"211421238",576,
"211421239",961,
"211431259",443,
"211431260",317,
"211431261",1056,
"211431262",561,
"211431263",858,
"211431264",382,
"211441267",4133,
"211441268",3734,
"211441269",1659,
"211441270",1116,
"211441271",153,
"211441272",429,
"211441273",604,
"211441274",502,
"211441275",2398,
"211441276",361,
"211441277",847,
"211441278",162,
"211441279",923,
"211441280",514,
"211441281",944,
"211441282",680,
"211441283",3139,
"211441284",1485,
"211441285",1578,
"211441286",1804,
"211441287",684,
"211441288",226,
"211441289",1301,
"211441290",1346,
"211441291",1393,
"211441292",827,
"211441293",2622,
"211441294",1327,
"211451254",252,
"211451255",484,
"211451256",310,
"211451257",425,
"211451265",1307,
"211451266",404,
"211460001",388,
"211462022",206,
"211462024",432,
"211462025",777,
"211462033",332,
"211471999",644,
"211472003",1015,
"211472004",1188,
"211472005",510,
"211472006",960,
"211472007",299,
"211472008",318,
"211482009",250,
"211482010",191,
"211482011",206,
"211482012",824,
"211482013",297,
"211482014",125,
"211482015",271,
"211482016",609,
"211482017",272,
"211482018",197,
"211492035",1159,
"211492036",464,
"211492037",1145,
"211492038",165,
"211492039",338,
"211492040",1173,
"211492041",137,
"211492042",712,
"211492043",245,
"211492044",113,
"211492045",181,
"211492046",416,
"211492047",269,
"211492048",602,
"211492049",636,
"211492050",796,
"211500001",366,
"211500002",3883,
"211502023",253,
"211502026",363,
"211502028",650,
"211502029",219,
"211502030",164,
"211502031",651,
"211502032",213,
"211502034",542,
"211512064",379,
"211512065",612,
"211512066",117,
"211512067",1243,
"211512068",313,
"211512069",720,
"211512070",2728,
"211512071",1468,
"211512072",1330,
"211512073",735,
"211512074",764,
"211512075",2496,
"211512076",1024,
"211512077",1488,
"211522052",456,
"211522053",647,
"211522054",144,
"211522055",111,
"211522056",370,
"211522057",212,
"211522058",1107,
"211522059",404,
"211522060",482,
"211522061",398,
"211522062",1115,
"211522063",1775,
"211522078",2918,
"211532079",723,
"211532080",376,
"211532081",393,
"211532082",423,
"211532083",910,
"211532084",127,
"211532085",1751,
"211532086",1151,
"211532087",518,
"211532088",1048,
"211532089",381,
"211532090",1088,
"211532091",462,
"211532092",431,
"211532093",1141,
"211532094",1378,
"211532096",167,
"211542095",129,
"211542097",86,
"211542098",821,
"211542099",1116,
"211551996",399,
"211551997",369,
"211551998",1813,
"211552000",352,
"211552001",138,
"211552002",346,
"211552019",977,
"211552020",380,
"211552021",960,
"211562120",125,
"211562129",1158,
"211562130",773,
"211562131",224,
"211562132",317,
"211562133",116,
"211572119",306,
"211572121",710,
"211572122",350,
"211572123",321,
"211572124",4565,
"211572125",741,
"211572126",716,
"211572127",1451,
"211572128",446,
"211572152",69,
"211592148",58,
"211592149",631,
"211592151",220,
"211592153",142,
"211592154",323,
"211592155",314,
"211592156",680,
"211592157",224,
"211602144",338,
"211602145",799,
"211602146",1342,
"211602147",402,
"211602150",129,
"214240001",428,
"214240002",1129,
"214240003",225,
"214240004",861,
"214250001",682,
"214250002",205,
"214250003",844,
"214250004",1216,
"214250005",1154,
"211612326",162,
"211612341",883,
"211612342",1115,
"211612343",1093,
"211612344",468,
"211612345",378,
"211612346",2432,
"211612347",653,
"211612348",311,
"211612349",838,
"211612351",65,
"211622318",189,
"211622331",155,
"211622335",128,
"211622339",466,
"211622340",658,
"211630001",358,
"211630002",117,
"211630003",51,
"211630004",1150,
"211630005",55,
"211630006",1435,
"211630007",2416,
"211630008",222,
"211632260",110,
"211632266",478,
"211632267",132,
"211632268",178,
"211632275",2658,
"211632276",6964,
"211632277",727,
"211632280",1124,
"211632281",473,
"211632282",407,
"211632283",218,
"211632284",190,
"211632285",164,
"211642286",153,
"211642287",159,
"211642288",378,
"211642289",198,
"211642290",325,
"211642291",400,
"211642292",555,
"211652258",527,
"211652259",1957,
"211652261",547,
"211652262",423,
"211652263",2782,
"211652264",331,
"211652265",803,
"211662320",204,
"211662330",385,
"211662332",301,
"211662333",760,
"211662334",233,
"211662336",262,
"211662337",374,
"211662338",3090,
"211672255",546,
"211672256",281,
"211672257",294,
"211672270",145,
"211672271",439,
"211672272",559,
"211672273",259,
"211682603",234,
"211682605",1388,
"211682606",485,
"211682610",138,
"211692581",369,
"211692582",229,
"211692583",684,
"211692584",232,
"211692585",361,
"211692586",139,
"211692587",836,
"211692588",680,
"211692589",579,
"211692590",892,
"211692591",579,
"211692592",335,
"211692593",533,
"211692594",286,
"211692595",393,
"211692596",94,
"211692597",220,
"211692598",349,
"211692599",381,
"211692600",423,
"211692601",473,
"211692602",405,
"211702575",564,
"211702576",263,
"211702577",554,
"211702578",855,
"211702579",351,
"211702580",375,
"211712607",175,
"211712611",1219,
"211712612",331,
"211712613",390,
"211712618",2130,
"211712620",1336,
"211722621",901,
"211722622",223,
"211722623",202,
"211722624",475,
"211722625",296,
"211722626",327,
"211722627",364,
"211722628",313,
"211722629",804,
"211722630",194,
"211732604",251,
"211732608",1413,
"211732609",634,
"211732614",869,
"211732615",715,
"211732616",520,
"211732617",472,
"211732619",321,
"211742677",262,
"211742679",492,
"211742687",349,
"211742688",270,
"211742689",388,
"211742690",1128,
"211742691",271,
"211742692",334,
"211742693",87,
"211742694",370,
"211742695",544,
"211742696",340,
"211742697",315,
"211742698",199,
"211742699",141,
"211742700",257,
"211762658",205,
"211762659",199,
"211762660",1188,
"211762661",248,
"211762662",123,
"211762663",245,
"211762664",667,
"211762665",482,
"211772631",703,
"211772632",697,
"211772642",1856,
"211772643",406,
"211772644",108,
"211772669",581,
"211772670",407,
"211772671",276,
"211772672",599,
"211772673",674,
"211772674",556,
"211772675",245,
"211782635",675,
"211782636",498,
"211782637",471,
"211782638",390,
"211782639",384,
"211782654",2304,
"211782655",641,
"211782656",474,
"211792646",342,
"211792647",675,
"211792648",193,
"211792649",614,
"211792650",604,
"211792651",505,
"211792652",740,
"211792653",1026,
"211802184",256,
"211802185",216,
"211802186",647,
"211802187",334,
"211812666",578,
"211812667",288,
"211812668",457,
"211822633",460,
"211822634",148,
"211822640",474,
"211822641",177,
"211822645",114,
"211822657",223,
"211822676",303,
"211822678",593,
"214260001",633,
"214260002",1543,
"214260003",1787,
"214260004",254,
"214260005",976,
"214270001",574,
"214270002",647,
"214270003",971,
"211832729",316,
"211832788",441,
"211832789",241,
"211842728",2995,
"211842730",2070,
"211842731",2565,
"211842732",1771,
"211842733",326,
"211842746",2410,
"211852771",110,
"211852772",259,
"211852773",426,
"211852775",98,
"211852776",661,
"211852777",171,
"211852778",96,
"211862779",221,
"211862780",144,
"211862781",255,
"211862784",805,
"211862785",339,
"211862786",155,
"211862787",231,
"211872774",195,
"211872790",1365,
"211882704",156,
"211882705",499,
"211882706",207,
"211882707",4542,
"211882708",188,
"211882709",137,
"211882710",1445,
"211882711",307,
"211882712",541,
"211882713",241,
"211882714",702,
"211882715",1250,
"211882716",1151,
"211882717",167,
"211882718",298,
"211882734",943,
"211882754",835,
"211892782",180,
"211892783",366,
"211892791",728,
"211892792",285,
"211892793",247,
"211902721",340,
"211902736",298,
"211902737",848,
"211902738",182,
"211902739",1249,
"211902740",254,
"211902741",485,
"211902742",434,
"211902743",170,
"211902744",725,
"211912750",408,
"211912751",1505,
"211912752",497,
"211912753",1259,
"211912755",2378,
"211912756",2147,
"211912757",1655,
"211912758",1377,
"211912759",2616,
"211912761",924,
"211912762",79,
"211912763",443,
"211922735",2514,
"211932719",597,
"211932720",281,
"211932722",1022,
"211932723",854,
"211932724",422,
"211932725",750,
"211932726",219,
"211932727",2029,
"211940001",560,
"211942798",674,
"211942799",496,
"211942800",441,
"211942801",265,
"211942804",586,
"211942817",506,
"211942818",230,
"211942819",783,
"211942820",2746,
"211942821",1179,
"211942822",823,
"211942823",1296,
"211952805",551,
"211952806",84,
"211952807",459,
"211952808",761,
"211952809",249,
"211952810",187,
"211952811",475,
"211952812",550,
"211952813",319,
"211952814",725,
"211952815",6408,
"211952816",63,
"211961737",125,
"211961756",1254,
"211961758",740,
"211971740",391,
"211971745",187,
"211971747",374,
"211971748",703,
"211971749",187,
"211971750",2762,
"211971751",182,
"211971753",799,
"211971754",111,
"211971755",456,
"211980001",52,
"211980002",2429,
"211981714",808,
"211981715",6844,
"211981717",1490,
"211981718",264,
"211981727",593,
"211981728",150,
"211981729",295,
"211981730",868,
"211990001",131,
"211990002",156,
"211990003",2041,
"211990004",2049,
"211991712",126,
"211991713",231,
"211991720",374,
"211991722",298,
"211991723",436,
"211991724",309,
"211991725",614,
"212001700",189,
"212001701",518,
"212001702",141,
"212001703",624,
"212001704",215,
"212001705",556,
"212001706",992,
"212001708",471,
"212001710",138,
"212010001",607,
"212011698",392,
"212011699",302,
"212011711",155,
"212021734",172,
"212021735",324,
"212021736",260,
"212021739",592,
"212021741",682,
"212021742",496,
"212021752",87,
"212030001",187,
"212030002",87,
"212031719",584,
"212031731",1288,
"212031733",622,
"212041738",90,
"212041743",234,
"212041744",163,
"212041746",263,
"212041757",504,
"212051788",858,
"212051789",4484,
"212051790",465,
"212051813",425,
"212070001",213,
"212070002",162,
"212071822",545,
"212071823",257,
"212071825",536,
"212071827",106,
"212071829",524,
"212071830",765,
"212081791",119,
"212081798",287,
"212081814",158,
"212081815",2477,
"212081816",99,
"212081817",235,
"212081818",240,
"212081819",231,
"212081820",1058,
"212081821",280,
"214280001",164,
"214280002",495,
"214280003",1780,
"214280004",908,
"214280005",1314,
"214280006",409,
"214280007",371,
"214280008",211,
"214280009",82,
"214280010",173,
"214280011",793,
"214280012",2702,
"214280013",399,
"214280014",2019,
"214280015",2217,
"214280016",1865,
"214280017",1295,
"214280018",472,
"214280019",183,
"214280020",209,
"214280021",131,
"214280022",100,
"214290001",944,
"214290002",656,
"214290003",218,
"214290004",137,
"214290005",257,
"212091907",214,
"212091908",208,
"212091909",1249,
"212091910",347,
"212091911",1461,
"212091912",1219,
"212091913",205,
"212091914",320,
"212091915",326,
"212091917",120,
"212091919",275,
"212091924",271,
"212101933",354,
"212101934",153,
"212101935",53,
"212113599",231,
"212113600",139,
"212113601",322,
"212121936",188,
"212121937",161,
"212121938",356,
"212121939",130,
"212121940",138,
"212131922",834,
"212131923",213,
"212131929",362,
"212131931",504,
"212141906",137,
"212141916",741,
"212141918",104,
"212141920",96,
"212141921",140,
"212151925",249,
"212151926",433,
"212151927",286,
"212151928",234,
"212151930",1146,
"212151932",77,
"212161960",632,
"212161969",3119,
"212171958",438,
"212171959",1562,
"212190001",215,
"212191991",293,
"212191992",113,
"212191993",885,
"212191994",109,
"212191995",187,
"212191996",356,
"212201961",420,
"212201964",1462,
"212201965",854,
"212201966",885,
"212201967",1028,
"212211962",348,
"212211963",155,
"212211968",271,
"212231979",897,
"212231980",2731,
"212231981",555,
"212231982",660,
"212231983",2558,
"212231984",300,
"212231985",1295,
"212231986",1548,
"212231987",183,
"212231988",3522,
"212231990",530,
"212243588",288,
"212243589",145,
"212243590",1279,
"212243593",546,
"212251953",321,
"212251954",82,
"212251955",57,
"212251956",1266,
"212251957",114,
"214300001",690,
"214300002",1619,
"214300003",481,
"214310001",548,
"214310002",358,
"214310003",266,
"214320001",275,
"214320002",802,
"214320003",386,
"214320004",23,
"214320005",145,
"214320006",249,
"214320007",3830,
"214320008",93,
"214320009",1269,
"214320010",3655,
"214320011",700,
"214320012",1810,
"214330001",1062,
"214330002",113,
"214330003",787,
"214340001",22,
"214340002",111,
"214340003",394,
"214340004",476,
"214340005",301,
"214350001",496,
"214350002",346,
"214350003",98,
"214350004",3,
"214360001",457,
"214360002",1239,
"214360003",840,
"214360004",168,
"214360005",414,
"214370001",192,
"214370002",253,
"214370003",157,
"212261528",637,
"212261529",3741,
"212261530",108,
"212271518",4377,
"212281309",2650,
"212281310",67,
"212281314",418,
"212281315",280,
"212281316",441,
"212281317",507,
"212281318",1133,
"212281326",6327,
"212281864",5683,
"212291520",846,
"212291521",616,
"212291522",315,
"212291525",341,
"212291526",198,
"212291527",848,
"212301523",375,
"212301524",1171,
"212301531",525,
"212311515",183,
"212311516",380,
"212311517",483,
"212311519",335,
"212320001",316,
"212320002",244,
"212320003",298,
"212320004",400,
"212323536",2609,
"212333535",142,
"212333539",136,
"212333540",247,
"212333541",177,
"212343528",147,
"212343529",422,
"212353530",424,
"212353531",605,
"212353532",316,
"212353533",464,
"212361675",891,
"212361676",2027,
"212361677",89,
"212361678",308,
"212361679",151,
"212361680",972,
"212361681",281,
"212371694",663,
"212371695",454,
"212371696",920,
"212371697",418,
"212391661",347,
"212391682",173,
"212391683",748,
"212391684",335,
"212391685",643,
"212391686",593,
"214380001",1471,
"214380002",441,
"214380003",359,
"214380004",724,
"214380005",610,
"214380006",73,
"214390001",174,
"214400001",1148,
"212400001",80,
"212400002",38,
"212400003",144,
"212400004",110,
"212400005",181,
"212400006",36,
"212400007",3,
"212401901",276,
"212401904",585,
"212401905",273,
"212410001",209,
"212410002",198,
"212410003",83,
"212410004",165,
"212410005",96,
"212411895",894,
"212411897",398,
"212411898",159,
"212411899",388,
"212411900",1191,
"212411902",257,
"212411903",2263,
"212420001",115,
"212420002",324,
"212420003",443,
"212420004",76,
"212420005",108,
"212420006",1880,
"212421837",701,
"212421840",3551,
"212421841",725,
"212421842",1270,
"212421845",2205,
"212431838",551,
"212431839",214,
"212431843",121,
"212431851",1054,
"212431852",838,
"212431853",4073,
"212431854",1353,
"212431855",5474,
"212431856",3964,
"212431857",1377,
"212431858",1901,
"212431859",337,
"212431860",1343,
"212431861",455,
"212451836",1517,
"212451847",1206,
"212451848",352,
"212451850",89,
"212451874",470,
"212460001",147,
"212460002",117,
"212460003",333,
"212460004",33,
"212461875",147,
"212461876",680,
"212461877",264,
"212461891",181,
"212471862",342,
"212471863",591,
"212481865",16013,
"212490001",550,
"212490002",395,
"212490003",132,
"212490004",289,
"212491866",74,
"212491867",1697,
"212491869",2644,
"212491872",1048,
"212501832",1653,
"212501833",1519,
"212501834",194,
"212501835",851,
"214410001",259,
"214410002",264,
"214410003",255,
"214410004",102,
"214410005",145,
"214420001",1160,
"214420002",145,
"214430001",672,
"214430002",985,
"214430003",50,
"214430004",88,
"214430005",200,
"214430006",124,
"214430007",452,
"214430008",396,
"214430009",162,
"214430010",74,
"214430011",1126,
"214440001",300,
"214440002",1015,
"214450001",727,
"212512370",718,
"212512371",599,
"212512372",367,
"212512373",849,
"212512374",155,
"212512375",1677,
"212512376",1313,
"212512377",2018,
"212512378",2097,
"212512379",1590,
"212512410",974,
"212540001",99,
"212540002",214,
"212540003",6405,
"212540004",108,
"212542391",530,
"212542393",535,
"212542394",834,
"212542396",1281,
"212542413",1876,
"212542414",2493,
"212552415",132,
"212552416",191,
"212552417",331,
"212562418",1263,
"212562420",558,
"212562423",277,
"212562424",1631,
"212562425",86,
"212562428",296,
"212562429",357,
"212562430",291,
"212572427",2549,
"212572431",388,
"212580001",1774,
"212582426",925,
"212592406",2432,
"212592407",190,
"212592408",611,
"212592409",411,
"212592411",660,
"212602395",326,
"212602397",713,
"212602398",432,
"212602399",219,
"212602400",245,
"212602401",1206,
"212602403",4823,
"212602404",485,
"212602405",374,
"214460001",437,
"214460002",395,
"214460003",228,
"214460004",321,
"214460005",578,
"214460006",292,
"214460007",934,
"214460008",349,
"214460009",166,
"214460010",1871,
"214460011",290,
"214460012",169,
"214460013",289,
"214460014",709,
